noun,support,len,variation
bibliotecária,bibliotecário,13,4
irlandeses,irlandês,10,4
irlandesas,irlandês,10,4
bibliotecónomos,bibliotecónomo,15,4
laminadoras,laminador,11,4
cabeludo,cabeludo,8,4
cabareteira,cabareteiro,11,4
retocadores,retocador,11,4
endurecedores,endurecedor,13,4
iraquianos,iraquiano,10,4
quitandeira,quitandeiro,11,4
cabeira,cabeiro,7,4
cabeiras,cabeiro,8,4
cabeiro,cabeiro,7,4
cabeiros,cabeiro,8,4
quitadores,quitador,10,4
quitadoras,quitador,10,4
quitadora,quitador,9,4
quitador,quitador,8,4
lamuriador,lamuriador,10,4
cabeleireira,cabeleireiro,12,4
cabeleireiras,cabeleireiro,13,4
cabeleireiro,cabeleireiro,12,4
cabeleireiros,cabeleireiro,13,4
lamuriadora,lamuriador,11,4
lamuriadoras,lamuriador,12,4
cabeluda,cabeludo,8,4
quitandeiras,quitandeiro,12,4
quitandeiro,quitandeiro,11,4
quitandeiros,quitandeiro,12,4
endurecedoras,endurecedor,13,4
cabareteiras,cabareteiro,12,4
cabareteiro,cabareteiro,11,4
cabareteiros,cabareteiro,12,4
bibliomaníaco,bibliomaníaco,13,4
retoiçador,retoiçador,10,4
retoiçadora,retoiçador,11,4
retoiçadoras,retoiçador,12,4
retoiçadores,retoiçador,12,4
bibliomaníacas,bibliomaníaco,14,4
retocadoras,retocador,11,4
retoições,retoição,9,4
químico,químico,7,4
químicas,químico,8,4
química,químico,7,4
bibliomaníaca,bibliomaníaco,13,4
retoição,retoição,8,4
retoiçona,retoição,9,4
retoiçonas,retoição,10,4
endurecedor,endurecedor,11,4
endurecedora,endurecedor,12,4
químicos,químico,8,4
iraniano,iraniano,8,4
bichão,bichão,6,4
restituidores,restituidor,13,4
bósnia,bósnio,6,4
bósnias,bósnio,7,4
bósnio,bósnio,6,4
bósnios,bósnio,7,4
bilontras,bilontro,9,4
resmoneador,resmoneador,11,4
resmoneadora,resmoneador,12,4
resmoneadoras,resmoneador,13,4
resmoneadores,resmoneador,13,4
bilontra,bilontro,8,4
biólogos,biólogo,8,4
biólogo,biólogo,7,4
resmungões,resmungão,10,4
biólogas,biólogo,8,4
resmungão,resmungão,9,4
resmungona,resmungão,10,4
resmungonas,resmungão,11,4
bióloga,biólogo,7,4
endechador,endechador,10,4
bilontro,bilontro,8,4
bilontros,bilontro,9,4
biltra,biltre,6,4
resineiros,resineiro,10,4
resgatadoras,resgatador,12,4
resgatadores,resgatador,12,4
bimbos,bimbo,6,4
bimbo,bimbo,5,4
bimbas,bimbo,6,4
resignatária,resignatário,12,4
resignatárias,resignatário,13,4
resignatário,resignatário,12,4
resignatários,resignatário,13,4
endechadora,endechador,11,4
bimba,bimbo,5,4
biltre,biltre,6,4
biltras,biltre,7,4
rancheiros,rancheiro,10,4
rancheiro,rancheiro,9,4
rancheiras,rancheiro,10,4
rancheira,rancheiro,9,4
resineira,resineiro,9,4
resineiras,resineiro,10,4
resineiro,resineiro,9,4
biltres,biltre,7,4
resgatadora,resgatador,11,4
endechadoras,endechador,12,4
bilionários,bilionário,11,4
bilhão,bilião,6,4
ladradora,ladrador,9,4
ladradoras,ladrador,10,4
ladradores,ladrador,10,4
respigões,respigão,9,4
respigão,respigão,8,4
respigona,respigão,9,4
respigonas,respigão,10,4
respingador,respingador,11,4
respingadora,respingador,12,4
respingadoras,respingador,13,4
respingadores,respingador,13,4
respingões,respingão,10,4
respingão,respingão,9,4
respingona,respingão,10,4
respingonas,respingão,11,4
endeusadoras,endeusador,12,4
endeusadores,endeusador,12,4
irritadores,irritador,11,4
respigadores,respigador,12,4
respigador,respigador,10,4
endeusadora,endeusador,11,4
endeusador,endeusador,10,4
bilionário,bilionário,10,4
bilionárias,bilionário,11,4
bilionária,bilionário,10,4
bilião,bilião,6,4
respeitador,respeitador,11,4
eólios,eólio,6,4
eólio,eólio,5,4
respeitadora,respeitador,12,4
eliminadores,eliminador,12,4
endechadores,endechador,12,4
eliminadoras,eliminador,12,4
eliminador,eliminador,10,4
eólias,eólio,6,4
eólia,eólio,5,4
respeitadoras,respeitador,13,4
respeitadores,respeitador,13,4
ladrador,ladrador,8,4
biliões,bilião,7,4
respigadeira,respigador,12,4
respigadeiras,respigador,13,4
eliminadora,eliminador,11,4
irritadoras,irritador,11,4
resgatador,resgatador,10,4
encrespadoras,encrespador,13,4
lacticultor,lacticultor,11,4
lacticultora,lacticultor,12,4
lacticultoras,lacticultor,13,4
lacticultores,lacticultor,13,4
elogiadores,elogiador,11,4
elogiadoras,elogiador,11,4
brutas,bruto,6,4
ranicultores,ranicultor,12,4
ranicultoras,ranicultor,12,4
ranicultora,ranicultor,11,4
encostadores,encostador,12,4
ranicultor,ranicultor,10,4
elogiadora,elogiador,10,4
elogiador,elogiador,9,4
ranhosos,ranhoso,8,4
ranhoso,ranhoso,7,4
ranhosas,ranhoso,8,4
biogeógrafos,biogeógrafo,12,4
ranhosa,ranhoso,7,4
bruta,bruto,5,4
encostadoras,encostador,12,4
encostadora,encostador,11,4
encostador,encostador,10,4
requeredor,requeredor,10,4
requeredora,requeredor,11,4
requeredoras,requeredor,12,4
elucubradores,elucubrador,13,4
elucubradoras,elucubrador,13,4
elucubradora,elucubrador,12,4
elucubrador,elucubrador,11,4
rapadores,rapador,9,4
rapadoras,rapador,9,4
brutificador,brutificador,12,4
rapadora,rapador,8,4
requeredores,requeredor,12,4
requestador,requestador,11,4
requestadora,requestador,12,4
requestadoras,requestador,13,4
requestadores,requestador,13,4
requifeira,requifeiro,10,4
requifeiras,requifeiro,11,4
requifeiro,requifeiro,10,4
requifeiros,requifeiro,11,4
rapador,rapador,7,4
encrespadores,encrespador,13,4
brutificadora,brutificador,13,4
biogeógrafo,biogeógrafo,11,4
reservadores,reservador,12,4
ismaelianos,ismaeliano,11,4
ismaeliano,ismaeliano,10,4
ismaelianas,ismaeliano,11,4
ismaeliana,ismaeliano,10,4
islâmicos,islâmico,9,4
islâmico,islâmico,8,4
islâmicas,islâmico,9,4
islâmica,islâmico,8,4
islandês,islandês,8,4
islandeses,islandês,10,4
islandesas,islandês,10,4
islandesa,islandês,9,4
encrespador,encrespador,11,4
encrespadora,encrespador,12,4
resfriador,resfriador,10,4
resfriadora,resfriador,11,4
resfriadoras,resfriador,12,4
resfriadores,resfriador,12,4
reservadoras,reservador,12,4
reservadora,reservador,11,4
reservador,reservador,10,4
encostonas,encostão,10,4
biogeógrafas,biogeógrafo,12,4
biogeógrafa,biogeógrafo,11,4
biofísicos,biofísico,10,4
biofísico,biofísico,9,4
biofísicas,biofísico,10,4
biofísica,biofísico,9,4
encostões,encostão,9,4
brutificadores,brutificador,14,4
bruto,bruto,5,4
brutificadoras,brutificador,14,4
brutos,bruto,6,4
rescisora,rescisor,9,4
bruxelesa,bruxelês,9,4
bruxelesas,bruxelês,10,4
bruxeleses,bruxelês,10,4
rescisoras,rescisor,10,4
bruxelês,bruxelês,8,4
rescisores,rescisor,10,4
encostão,encostão,8,4
encostona,encostão,9,4
rescisor,rescisor,8,4
bichona,bichão,7,4
irritadora,irritador,10,4
ralhona,ralhão,7,4
eleiçoeiras,eleiçoeiro,11,4
eleiçoeira,eleiçoeiro,10,4
bielorrussos,bielorrusso,12,4
bielorrusso,bielorrusso,11,4
elegiógrafos,elegiógrafo,12,4
elegiógrafo,elegiógrafo,11,4
bielorrussas,bielorrusso,12,4
elegiógrafas,elegiógrafo,12,4
elegiógrafa,elegiógrafo,11,4
elegendos,elegendo,9,4
ressuscitador,ressuscitador,13,4
elegendo,elegendo,8,4
ressuscitadora,ressuscitador,14,4
ressuscitadoras,ressuscitador,15,4
elegendas,elegendo,9,4
ressuscitadores,ressuscitador,15,4
elegenda,elegendo,8,4
bielorrussa,bielorrusso,11,4
restaurador,restaurador,11,4
eleiçoeiro,eleiçoeiro,10,4
biófoba,biófobo,7,4
eleiçoeiros,eleiçoeiro,11,4
biófobas,biófobo,8,4
raianas,raiano,7,4
raiana,raiano,6,4
eleitos,eleito,7,4
lagareira,lagareiro,9,4
lagareiras,lagareiro,10,4
lagareiro,lagareiro,9,4
lagareiros,lagareiro,10,4
eleitores,eleitor,9,4
eleitoras,eleitor,9,4
elefantes,elefante,9,4
eleitora,eleitor,8,4
ressonadora,ressonador,11,4
ressonadoras,ressonador,12,4
ressonadores,ressonador,12,4
biófobos,biófobo,8,4
eleitor,eleitor,7,4
eleito,eleito,6,4
eleitas,eleito,7,4
eleita,eleito,6,4
biófobo,biófobo,7,4
ressonador,ressonador,10,4
raiano,raiano,6,4
elefante,elefante,8,4
restauradoras,restaurador,13,4
burgessa,burgesso,8,4
burgessas,burgesso,9,4
burgesso,burgesso,8,4
burgessos,burgesso,9,4
burgomestra,burgomestre,11,4
burgomestras,burgomestre,12,4
burgomestre,burgomestre,11,4
burgomestres,burgomestre,12,4
burguesa,burguês,8,4
burguesas,burguês,9,4
burgueses,burguês,9,4
burguês,burguês,7,4
electropunctores,electropunctor,16,4
electropunctoras,electropunctor,16,4
electropunctora,electropunctor,15,4
electropunctor,electropunctor,14,4
restituidor,restituidor,11,4
restituidora,restituidor,12,4
restituidoras,restituidor,13,4
electrotécnica,electrotécnico,14,4
electrotécnicas,electrotécnico,15,4
lajeadores,lajeador,10,4
lajeadoras,lajeador,10,4
restauradores,restaurador,13,4
bicicletes,bicicleta,10,4
biciclete,bicicleta,9,4
elefantas,elefante,9,4
elefanta,elefante,8,4
laica,laico,5,4
laicas,laico,6,4
laico,laico,5,4
laicos,laico,6,4
restauradora,restaurador,12,4
bicicletas,bicicleta,10,4
bichonas,bichão,8,4
electrotécnicos,electrotécnico,15,4
electrotécnico,electrotécnico,14,4
burdigaliana,burdigaliano,12,4
burdigalianas,burdigaliano,13,4
burdigaliano,burdigaliano,12,4
burdigalianos,burdigaliano,13,4
lajeador,lajeador,8,4
lajeadora,lajeador,9,4
bicicleta,bicicleta,9,4
ralhonas,ralhão,8,4
ressoadores,ressoador,11,4
ressoadoras,ressoador,11,4
ladrilheiro,ladrilheiro,11,4
ladrilheiros,ladrilheiro,12,4
respondões,respondão,10,4
bilhardeiras,bilhardeiro,12,4
respondão,respondão,9,4
respondona,respondão,10,4
respondonas,respondão,11,4
responsa,responso,8,4
ralassos,ralasso,8,4
ralasso,ralasso,7,4
ralassas,ralasso,8,4
bilhardeira,bilhardeiro,11,4
responsabilizador,responsabilizador,17,4
responsabilizadora,responsabilizador,18,4
responsabilizadoras,responsabilizador,19,4
responsabilizadores,responsabilizador,19,4
responsas,responso,9,4
responso,responso,8,4
responsos,responso,9,4
ladrilheiras,ladrilheiro,12,4
bilhardeiro,bilhardeiro,11,4
ladrilheira,ladrilheiro,11,4
ladrilhadores,ladrilhador,13,4
ralhão,ralhão,6,4
bilhões,bilião,7,4
irritador,irritador,9,4
irrisores,irrisor,9,4
irrisoras,irrisor,9,4
irrisora,irrisor,8,4
irrisor,irrisor,7,4
respondedor,respondedor,11,4
ralhões,ralhão,7,4
ralassa,ralasso,7,4
ladrilhador,ladrilhador,11,4
ralhadoras,ralhador,10,4
ralhadora,ralhador,9,4
respondedora,respondedor,12,4
ralhador,ralhador,8,4
ladrilhadora,ladrilhador,12,4
ladrilhadoras,ladrilhador,13,4
respondedoras,respondedor,13,4
respondedores,respondedor,13,4
bilhardeiros,bilhardeiro,12,4
ralhadores,ralhador,10,4
raianos,raiano,7,4
ladrisca,ladrisco,8,4
endógamas,endógamo,9,4
biógrafo,biógrafo,8,4
biógrafas,biógrafo,9,4
biógrafa,biógrafo,8,4
irresolutos,irresoluto,11,4
bufonas,bufão,7,4
irresoluto,irresoluto,10,4
bufos,bufo,5,4
irresolutas,irresoluto,11,4
ladronaça,ladronaço,9,4
ladronaças,ladronaço,10,4
ladronaço,ladronaço,9,4
irresoluta,irresoluto,10,4
ladronaços,ladronaço,10,4
bigémeos,bigémeo,8,4
bigémeo,bigémeo,7,4
bigémeas,bigémeo,8,4
bigémea,bigémeo,7,4
ressoador,ressoador,9,4
ressoadora,ressoador,10,4
bufona,bufão,6,4
bufão,bufão,5,4
bufo,bufo,4,4
ladroeiros,ladroeiro,10,4
ladriscas,ladrisco,9,4
ladrisco,ladrisco,8,4
ladriscos,ladrisco,9,4
endógamo,endógamo,8,4
endógamos,endógamo,9,4
bilbainhos,bilbainho,10,4
ladroaça,ladroaço,8,4
bilbainho,bilbainho,9,4
bilbainhas,bilbainho,10,4
endógama,endógamo,8,4
bilbainha,bilbainho,9,4
ladroaças,ladroaço,9,4
bufa,bufo,4,4
ladroaço,ladroaço,8,4
ladroaços,ladroaço,9,4
bufas,bufo,5,4
bufões,bufão,6,4
ladroeira,ladroeiro,9,4
ladroeiras,ladroeiro,10,4
ladroeiro,ladroeiro,9,4
biógrafos,biógrafo,9,4
bioquímica,bioquímico,10,4
iranianas,iraniano,9,4
retratador,retratador,10,4
bergsoniano,bergsoniano,11,4
bergsonianas,bergsoniano,12,4
bergsoniana,bergsoniano,11,4
rezões,rezão,6,4
queimadoras,queimador,11,4
queimadora,queimador,10,4
queimador,queimador,9,4
rezingões,rezingão,9,4
rezingão,rezingão,8,4
larápia,larápio,7,4
rezingona,rezingão,9,4
rezingonas,rezingão,10,4
rezingueira,rezingueiro,11,4
larápias,larápio,8,4
rezingueiras,rezingueiro,12,4
rezingueiro,rezingueiro,11,4
rezingueiros,rezingueiro,12,4
rezão,rezão,5,4
rezona,rezão,6,4
queimadores,queimador,11,4
bergsonianos,bergsoniano,12,4
enformadores,enformador,12,4
enformador,enformador,10,4
enforcado,enforcado,9,4
enforcados,enforcado,10,4
enformadeira,enformador,12,4
enformadeiras,enformador,13,4
rezadeira,rezadeiro,9,4
rezadeiras,rezadeiro,10,4
rezadeiro,rezadeiro,9,4
cadeeira,cadeeiro,8,4
cadeeiras,cadeeiro,9,4
rezonas,rezão,7,4
rezadeiros,rezadeiro,10,4
cadeeiros,cadeeiro,9,4
rezador,rezador,7,4
edificadores,edificador,12,4
edificadoras,edificador,12,4
edificadora,edificador,11,4
rezadora,rezador,8,4
edificador,edificador,10,4
rezadoras,rezador,9,4
rezadores,rezador,9,4
cadeeiro,cadeeiro,8,4
enforcadas,enforcado,10,4
órfã,órfão,4,4
rúfias,rúfio,6,4
enfreadoras,enfreador,11,4
enfreadores,enfreador,11,4
queijeira,queijeiro,9,4
ribacudana,ribacudano,10,4
ribacudanas,ribacudano,11,4
ribacudano,ribacudano,10,4
ribacudanos,ribacudano,11,4
ribalda,ribaldo,7,4
ribaldas,ribaldo,8,4
ribaldeira,ribaldeiro,10,4
queijadeiros,queijadeiro,12,4
queijadeiro,queijadeiro,11,4
queijadeiras,queijadeiro,12,4
ribaldeiras,ribaldeiro,11,4
queijadeira,queijadeiro,11,4
ribaldeiro,ribaldeiro,10,4
ribaldeiros,ribaldeiro,11,4
edeomaníacos,edeomaníaco,12,4
edeomaníaco,edeomaníaco,11,4
inventor,inventor,8,4
inventora,inventor,9,4
queijeiras,queijeiro,10,4
queijeiro,queijeiro,9,4
rúfio,rúfio,5,4
rúfios,rúfio,6,4
órfão,órfão,5,4
órfãos,órfão,6,4
órfãs,órfão,5,4
larápio,larápio,7,4
rágada,rágade,6,4
rágadas,rágade,7,4
rágade,rágade,6,4
rúfia,rúfio,5,4
rágades,rágade,7,4
inventários,inventário,11,4
inventário,inventário,10,4
inventárias,inventário,11,4
inventária,inventário,10,4
larápios,larápio,8,4
enfreadora,enfreador,10,4
inventores,inventor,10,4
inventoras,inventor,10,4
queijeiros,queijeiro,10,4
enfreador,enfreador,9,4
edeomaníacas,edeomaníaco,12,4
enforcada,enforcado,9,4
queixosas,queixoso,9,4
revoltado,revoltado,9,4
cacolálicos,cacolálico,11,4
educandos,educando,9,4
educando,educando,8,4
educandas,educando,9,4
revoltador,revoltador,10,4
revoltadora,revoltador,11,4
revoltadoras,revoltador,12,4
revoltadores,revoltador,12,4
revoltados,revoltado,10,4
educanda,educando,8,4
educadores,educador,10,4
educadoras,educador,10,4
invertido,invertido,9,4
quenianos,queniano,9,4
queniano,queniano,8,4
quenianas,queniano,9,4
queniana,queniano,8,4
invertidas,invertido,10,4
cacolálico,cacolálico,10,4
cacolálicas,cacolálico,11,4
revoltadas,revoltado,10,4
revoltada,revoltado,9,4
investidor,investidor,10,4
bernardos,bernardo,9,4
quereladores,querelador,12,4
quereladoras,querelador,12,4
bernardo,bernardo,8,4
quereladora,querelador,11,4
querelador,querelador,10,4
querelado,querelado,9,4
quereladas,querelado,10,4
largueador,largueador,10,4
enófoba,enófobo,7,4
revogadora,revogador,10,4
revogadoras,revogador,11,4
querelada,querelado,9,4
cacolálica,cacolálico,10,4
revogadores,revogador,11,4
bernardas,bernardo,9,4
enófobas,enófobo,8,4
bernarda,bernardo,8,4
invertidos,invertido,10,4
revogador,revogador,9,4
queixosa,queixoso,8,4
largueadora,largueador,11,4
largueadores,largueador,12,4
revolvedor,revolvedor,10,4
revolvedora,revolvedor,11,4
revolvedoras,revolvedor,12,4
revolvedores,revolvedor,12,4
enófobos,enófobo,8,4
inversores,inversor,10,4
inversoras,inversor,10,4
editores,editor,8,4
editoras,editor,8,4
inversora,inversor,9,4
inversor,inversor,8,4
cadastrada,cadastrado,10,4
cadastradas,cadastrado,11,4
cadastrado,cadastrado,10,4
cadastrados,cadastrado,11,4
editora,editor,7,4
editor,editor,6,4
queixosos,queixoso,9,4
queixoso,queixoso,8,4
enófobo,enófobo,7,4
revolucionários,revolucionário,15,4
revolucionário,revolucionário,14,4
revolucionárias,revolucionário,15,4
educadora,educador,9,4
educador,educador,8,4
quelonógrafos,quelonógrafo,13,4
quelonógrafo,quelonógrafo,12,4
quelonógrafas,quelonógrafo,13,4
quelonógrafa,quelonógrafo,12,4
quelonófagos,quelonófago,12,4
invertida,invertido,9,4
quelonófago,quelonófago,11,4
largueadoras,largueador,12,4
quelonófagas,quelonófago,12,4
invertebrados,invertebrado,13,4
invertebrado,invertebrado,12,4
revoltosa,revoltoso,9,4
revoltosas,revoltoso,10,4
revoltoso,revoltoso,9,4
revoltosos,revoltoso,10,4
invertebradas,invertebrado,13,4
invertebrada,invertebrado,12,4
revolucionária,revolucionário,14,4
quelonófaga,quelonófago,11,4
querelados,querelado,10,4
edeomaníaca,edeomaníaco,11,4
ribaldos,ribaldo,8,4
quarteronas,quarterão,11,4
quarterona,quarterão,10,4
quarterão,quarterão,9,4
ridicularizadoras,ridicularizador,17,4
ridicularizadores,ridicularizador,17,4
invasora,invasor,8,4
invasor,invasor,7,4
bengalês,bengalês,8,4
quarterões,quarterão,10,4
cafuzas,cafuzo,7,4
cafuzo,cafuzo,6,4
cafuzos,cafuzo,7,4
rifador,rifador,7,4
rifadora,rifador,8,4
rifadoras,rifador,9,4
rifadores,rifador,9,4
rifenha,rifenho,7,4
latinas,latino,7,4
quarteiros,quarteiro,10,4
cafuza,cafuzo,6,4
latina,latino,6,4
ridicularizadora,ridicularizador,16,4
latifundiários,latifundiário,14,4
cafeteiros,cafeteiro,10,4
benzedeiras,benzedeiro,11,4
cafezeira,cafezeiro,9,4
cafezeiras,cafezeiro,10,4
cafezeiro,cafezeiro,9,4
cafezeiros,cafezeiro,10,4
benzedeira,benzedeiro,10,4
ricas,rico,5,4
rico,rico,4,4
rifenhas,rifenho,8,4
invectivadores,invectivador,14,4
latifundiária,latifundiário,13,4
invectivadoras,invectivador,14,4
invectivadora,invectivador,13,4
invectivador,invectivador,12,4
invasores,invasor,9,4
invasoras,invasor,9,4
latifundiárias,latifundiário,14,4
latifundiário,latifundiário,13,4
ridicularizador,ridicularizador,15,4
ricos,rico,5,4
ricaços,ricaço,7,4
quarteiro,quarteiro,9,4
rifenhos,rifenho,8,4
enganadores,enganador,11,4
quarentenárias,quarentenário,14,4
quarentenária,quarentenário,13,4
caganita,caganito,8,4
beneméritos,benemérito,11,4
benemérito,benemérito,10,4
rilhador,rilhador,8,4
caganitas,caganito,9,4
caganito,caganito,8,4
caganitos,caganito,9,4
rilhadora,rilhador,9,4
economizadores,economizador,14,4
economizadoras,economizador,14,4
rilhadoras,rilhador,10,4
rilhadores,rilhador,10,4
beneméritas,benemérito,11,4
benemérita,benemérito,10,4
economizadora,economizador,13,4
rilhafolesca,rilhafolesco,12,4
enganadoras,enganador,11,4
enganadora,enganador,10,4
enganador,enganador,9,4
benfeitor,benfeitor,9,4
quarteiras,quarteiro,10,4
bengaleses,bengalês,10,4
quarteira,quarteiro,9,4
latino,latino,6,4
latinos,latino,7,4
bengalesas,bengalês,10,4
bengalesa,bengalês,9,4
engajador,engajador,9,4
engajadora,engajador,10,4
rifenho,rifenho,7,4
engajadoras,engajador,11,4
quarentonas,quarentão,11,4
quarentona,quarentão,10,4
quarentão,quarentão,9,4
quarentões,quarentão,10,4
quarentenários,quarentenário,14,4
benfeitores,benfeitor,11,4
benfeitoras,benfeitor,11,4
benfeitora,benfeitor,10,4
quarentenário,quarentenário,13,4
engajadores,engajador,11,4
ribaldo,ribaldo,7,4
ricaço,ricaço,6,4
ricanho,ricanho,7,4
quebralhão,quebralhão,10,4
invejosas,invejoso,9,4
quebralhões,quebralhão,11,4
invejosa,invejoso,8,4
edeólogos,edeólogo,9,4
quebrados,quebrado,9,4
quebradores,quebrador,11,4
quebradoras,quebrador,11,4
quebradora,quebrador,10,4
quebrador,quebrador,9,4
edeólogo,edeólogo,8,4
edeólogas,edeólogo,9,4
quebrado,quebrado,8,4
edeóloga,edeólogo,8,4
lastimador,lastimador,10,4
lastimadora,lastimador,11,4
lastimadoras,lastimador,12,4
quebradas,quebrado,9,4
lastimadores,lastimador,12,4
quebralhona,quebralhão,11,4
quebralhonas,quebralhão,12,4
quebrantador,quebrantador,12,4
invejoso,invejoso,8,4
inventariados,inventariado,13,4
inventariado,inventariado,12,4
