noun,support,len,variation,is_human_related
jacobinas,jacobino,9,4,True
jacobina,jacobino,8,4,True
repartideiras,repartidor,13,4,True
repartidores,repartidor,12,4,True
encenadoras,encenador,11,4,True
encenadores,encenador,11,4,True
repatriador,repatriador,11,4,True
repatriadora,repatriador,12,4,True
repatriadoras,repatriador,13,4,True
repatriadores,repatriador,13,4,True
rateador,rateador,8,4,True
rateadora,rateador,9,4,True
rateadoras,rateador,10,4,True
rateadores,rateador,10,4,True
encenador,encenador,9,4,True
encenadora,encenador,10,4,True
repartidor,repartidor,10,4,True
republicana,republicano,11,4,True
republicanas,republicano,12,4,True
republicano,republicano,11,4,True
lacaia,lacaio,6,4,True
republicanos,republicano,12,4,True
lacaias,lacaio,7,4,True
lacaio,lacaio,6,4,True
lacaios,lacaio,7,4,True
emancipadores,emancipador,13,4,True
emancipadora,emancipador,12,4,True
emancipadoras,emancipador,13,4,True
emancipador,emancipador,11,4,True
birmanesas,birmanes,10,4,True
italianos,italiano,9,4,True
italiano,italiano,8,4,True
representador,representador,13,4,True
representadora,representador,14,4,True
representadoras,representador,15,4,True
representadores,representador,15,4,True
italianas,italiano,9,4,True
italiana,italiano,8,4,True
embargadores,embargador,12,4,True
embargadoras,embargador,12,4,True
embargadora,embargador,11,4,True
embargador,embargador,10,4,True
birmanesa,birmanes,9,4,True
birmanes,birmanes,8,4,True
embaladores,embalador,11,4,True
embaladoras,embalador,11,4,True
embaladora,embalador,10,4,True
embalador,embalador,9,4,True
birmaneses,birmanes,10,4,True
bloqueador,bloqueador,10,4,True
encanadora,encanador,10,4,True
brasileiroes,brasileirao,12,4,True
encanadoras,encanador,11,4,True
encanadores,encanador,11,4,True
bulgaros,bulgaro,8,4,True
bulgaro,bulgaro,7,4,True
bulgaras,bulgaro,8,4,True
bloqueadora,bloqueador,11,4,True
bloqueadoras,bloqueador,12,4,True
bloqueadores,bloqueador,12,4,True
encanador,encanador,9,4,True
bulgara,bulgaro,7,4,True
brasileirotes,brasileirote,13,4,True
brasileirao,brasileirao,11,4,True
brasileirona,brasileirao,12,4,True
brasileironas,brasileirao,13,4,True
brasileirota,brasileirote,12,4,True
rebatedores,rebatedor,11,4,True
rebatedoras,rebatedor,11,4,True
rebatedora,rebatedor,10,4,True
rebatedor,rebatedor,9,4,True
brasileirotas,brasileirote,13,4,True
brasileirote,brasileirote,12,4,True
religioso,religioso,9,4,True
religiosos,religioso,10,4,True
relojoeira,relojoeiro,10,4,True
relojoeiras,relojoeiro,11,4,True
relojoeiro,relojoeiro,10,4,True
relojoeiros,relojoeiro,11,4,True
remador,remador,7,4,True
remadora,remador,8,4,True
remadoras,remador,9,4,True
remadores,remador,9,4,True
encaminhador,encaminhador,12,4,True
juradores,jurador,9,4,True
remeiros,remeiro,8,4,True
encaminhadora,encaminhador,13,4,True
encaminhadoras,encaminhador,14,4,True
encaminhadores,encaminhador,14,4,True
jurador,jurador,7,4,True
juradora,jurador,8,4,True
juradoras,jurador,9,4,True
remeira,remeiro,7,4,True
remeiras,remeiro,8,4,True
remeiro,remeiro,7,4,True
renegadas,renegado,9,4,True
reaccionarios,reaccionario,13,4,True
reaccionario,reaccionario,12,4,True
reaccionarias,reaccionario,13,4,True
reaccionaria,reaccionario,12,4,True
juiza,juiz,5,4,True
juizas,juiz,6,4,True
juizes,juiz,6,4,True
renegada,renegado,8,4,True
encartada,encartado,9,4,True
encartadas,encartado,10,4,True
encartado,encartado,9,4,True
encartados,encartado,10,4,True
renegado,renegado,8,4,True
bizantinos,bizantino,10,4,True
bizantino,bizantino,9,4,True
keynesianos,keynesiano,11,4,True
brigoes,brigao,7,4,True
brigao,brigao,6,4,True
brigona,brigao,7,4,True
brigonas,brigao,8,4,True
embobinadores,embobinador,13,4,True
embobinadoras,embobinador,13,4,True
embobinadora,embobinador,12,4,True
embobinador,embobinador,11,4,True
keynesiana,keynesiano,10,4,True
renegados,renegado,9,4,True
bizantinas,bizantino,10,4,True
bizantina,bizantino,9,4,True
keynesianas,keynesiano,11,4,True
keynesiano,keynesiano,10,4,True
bravateira,bravateiro,10,4,True
bravateiras,bravateiro,11,4,True
bravateiro,bravateiro,10,4,True
bravateiros,bravateiro,11,4,True
embriologos,embriologo,11,4,True
embriologo,embriologo,10,4,True
embriologas,embriologo,11,4,True
embriologa,embriologo,10,4,True
barbaras,barbaro,8,4,True
barbaro,barbaro,7,4,True
barbaros,barbaro,8,4,True
barbara,barbaro,7,4,True
rendeiros,rendeiro,9,4,True
realizador,realizador,10,4,True
realizadoras,realizador,12,4,True
realizadora,realizador,11,4,True
rendeiras,rendeiro,9,4,True
rendeiro,rendeiro,8,4,True
realizadores,realizador,12,4,True
rendeira,rendeiro,8,4,True
bascos,basco,6,4,True
propinadores,propinador,12,4,True
basco,basco,5,4,True
bascas,basco,6,4,True
propriador,propriador,10,4,True
propinadoras,propinador,12,4,True
propinador,propinador,10,4,True
doutoracas,doutoraco,10,4,True
doutoraca,doutoraco,9,4,True
propagadores,propagador,12,4,True
basca,basco,5,4,True
roubador,roubador,8,4,True
roubadora,roubador,9,4,True
doutores,doutor,8,4,True
doutoras,doutor,8,4,True
propinadora,propinador,11,4,True
roubadoras,roubador,10,4,True
lesbiana,lesbiano,8,4,True
roubadores,roubador,10,4,True
doutoracos,doutoraco,10,4,True
lesbianas,lesbiano,9,4,True
doutoraco,doutoraco,9,4,True
lesbiano,lesbiano,8,4,True
lesbianos,lesbiano,9,4,True
propriadora,propriador,11,4,True
propriadores,propriador,12,4,True
proscritos,proscrito,10,4,True
proscrito,proscrito,9,4,True
proscritas,proscrito,10,4,True
proscrita,proscrito,9,4,True
leprosa,leproso,7,4,True
leprosas,leproso,8,4,True
prospectores,prospector,12,4,True
prospectoras,prospector,12,4,True
prospectora,prospector,11,4,True
prospector,prospector,10,4,True
proselitos,proselito,10,4,True
proselito,proselito,9,4,True
proselitas,proselito,10,4,True
proselita,proselito,9,4,True
propriadoras,propriador,12,4,True
leprosos,leproso,8,4,True
caminheira,caminheiro,10,4,True
caminheiras,caminheiro,11,4,True
caminheiro,caminheiro,10,4,True
caminheiros,caminheiro,11,4,True
proprietarios,proprietario,13,4,True
proprietario,proprietario,12,4,True
proprietarias,proprietario,13,4,True
proprietaria,proprietario,12,4,True
leproso,leproso,7,4,True
caminhador,caminhador,10,4,True
caminhadora,caminhador,11,4,True
caminhadoras,caminhador,12,4,True
caminhadores,caminhador,12,4,True
propagadoras,propagador,12,4,True
propagadora,propagador,11,4,True
propagador,propagador,10,4,True
campeoes,campeao,8,4,True
campeira,campeiro,8,4,True
campeiras,campeiro,9,4,True
proletarios,proletario,11,4,True
proletario,proletario,10,4,True
proletarias,proletario,11,4,True
proletaria,proletario,10,4,True
campeiro,campeiro,8,4,True
campeiros,campeiro,9,4,True
campeao,campeao,7,4,True
campea,campeao,6,4,True
reu,reu,3,4,True
campeas,campeao,7,4,True
camponia,camponio,8,4,True
camponias,camponio,9,4,True
camponio,camponio,8,4,True
camponios,camponio,9,4,True
camponesa,campones,9,4,True
camponesas,campones,10,4,True
camponeses,campones,10,4,True
campones,campones,8,4,True
dorminhocos,dorminhoco,11,4,True
campesina,campesino,9,4,True
campesinas,campesino,10,4,True
campesino,campesino,9,4,True
campesinos,campesino,10,4,True
letonas,letao,7,4,True
promulgadores,promulgador,13,4,True
promulgadoras,promulgador,13,4,True
letona,letao,6,4,True
letao,letao,5,4,True
doutora,doutor,7,4,True
doutor,doutor,6,4,True
douradores,dourador,10,4,True
douradoras,dourador,10,4,True
douradora,dourador,9,4,True
dourador,dourador,8,4,True
letoes,letao,6,4,True
promulgadora,promulgador,12,4,True
promulgador,promulgador,11,4,True
promovedores,promovedor,12,4,True
letrado,letrado,7,4,True
letrados,letrado,8,4,True
promovedoras,promovedor,12,4,True
reproba,reprobo,7,4,True
reprobas,reprobo,8,4,True
promovedora,promovedor,11,4,True
reprobo,reprobo,7,4,True
reprobos,reprobo,8,4,True
res,reu,3,4,True
promovedor,promovedor,10,4,True
letrada,letrado,7,4,True
rustica,rustico,7,4,True
rusticas,rustico,8,4,True
rustico,rustico,7,4,True
rusticos,rustico,8,4,True
letradas,letrado,8,4,True
dorminhoco,dorminhoco,10,4,True
provedores,provedor,10,4,True
romano,romano,6,4,True
intermediarios,intermediario,14,4,True
romanos,romano,7,4,True
provedoras,provedor,10,4,True
intermediario,intermediario,13,4,True
intermediarias,intermediario,14,4,True
calouros,calouro,8,4,True
romanas,romano,7,4,True
intermediaria,intermediario,13,4,True
caloura,calouro,7,4,True
calouras,calouro,8,4,True
calouro,calouro,7,4,True
romeiros,romeiro,8,4,True
romena,romeno,6,4,True
romenas,romeno,7,4,True
romeno,romeno,6,4,True
romenos,romeno,7,4,True
romantica,romantico,9,4,True
interlocutores,interlocutor,14,4,True
interlocutoras,interlocutor,14,4,True
provedora,provedor,9,4,True
provedor,provedor,8,4,True
interlocutora,interlocutor,13,4,True
caluniador,caluniador,10,4,True
caluniadora,caluniador,11,4,True
caluniadoras,caluniador,12,4,True
romeira,romeiro,7,4,True
interlocutor,interlocutor,12,4,True
romeiras,romeiro,8,4,True
romeiro,romeiro,7,4,True
caluniadores,caluniador,12,4,True
romanticas,romantico,10,4,True
leitores,leitor,8,4,True
caloira,caloiro,7,4,True
caloiras,caloiro,8,4,True
caloiro,caloiro,7,4,True
caloiros,caloiro,8,4,True
persicos,persico,8,4,True
persico,persico,7,4,True
leitoras,leitor,8,4,True
leitor,leitor,6,4,True
leitora,leitor,7,4,True
persicas,persico,8,4,True
persica,persico,7,4,True
romana,romano,6,4,True
provincianos,provinciano,12,4,True
provinciano,provinciano,11,4,True
provincianas,provinciano,12,4,True
provinciana,provinciano,11,4,True
lenhador,lenhador,8,4,True
lenhadora,lenhador,9,4,True
dramaturgas,dramaturgo,11,4,True
dramaturga,dramaturgo,10,4,True
protectores,protector,11,4,True
protectoras,protector,11,4,True
protectora,protector,10,4,True
protector,protector,9,4,True
dramaturgos,dramaturgo,11,4,True
dramaturgo,dramaturgo,10,4,True
prostitutos,prostituto,11,4,True
prosseguidores,prosseguidor,14,4,True
prosseguidoras,prosseguidor,14,4,True
prosseguidora,prosseguidor,13,4,True
prosseguidor,prosseguidor,12,4,True
prossecutores,prossecutor,13,4,True
prossecutoras,prossecutor,13,4,True
prossecutora,prossecutor,12,4,True
prossecutor,prossecutor,11,4,True
intercessor,intercessor,11,4,True
intercessora,intercessor,12,4,True
prostituto,prostituto,10,4,True
prostitutas,prostituto,11,4,True
prostituta,prostituto,10,4,True
cambojana,cambojano,9,4,True
cambojanas,cambojano,10,4,True
prostituidores,prostituidor,14,4,True
prostituidoras,prostituidor,14,4,True
prostituidora,prostituidor,13,4,True
prostituidor,prostituidor,12,4,True
cambojanos,cambojano,10,4,True
intercessores,intercessor,13,4,True
intercessoras,intercessor,13,4,True
cambojano,cambojano,9,4,True
roncador,roncador,8,4,True
roncadora,roncador,9,4,True
roncadoras,roncador,10,4,True
roncadores,roncador,10,4,True
batedores,batedor,9,4,True
batedoras,batedor,9,4,True
batedora,batedor,8,4,True
batedor,batedor,7,4,True
camaradonas,camaradao,11,4,True
camaradona,camaradao,10,4,True
camaradao,camaradao,9,4,True
camaradoes,camaradao,10,4,True
lenhadoras,lenhador,10,4,True
romantico,romantico,9,4,True
lenhadores,lenhador,10,4,True
protozoologos,protozoologo,13,4,True
protozoologo,protozoologo,12,4,True
protozoologas,protozoologo,13,4,True
protozoologa,protozoologo,12,4,True
romanticos,romantico,10,4,True
roqueira,roqueiro,8,4,True
roqueiras,roqueiro,9,4,True
roqueiro,roqueiro,8,4,True
roqueiros,roqueiro,9,4,True
camareira,camareiro,9,4,True
camareiras,camareiro,10,4,True
camareiros,camareiro,10,4,True
camareiro,camareiro,9,4,True
rufador,rufador,7,4,True
rufadora,rufador,8,4,True
rufadoras,rufador,9,4,True
sabotador,sabotador,9,4,True
sabotadora,sabotador,10,4,True
sabotadoras,sabotador,11,4,True
sabotadores,sabotador,11,4,True
inspetoradas,inspetorado,12,4,True
inspetorada,inspetorado,11,4,True
inspetora,inspetor,9,4,True
inspetor,inspetor,8,4,True
liberaloes,liberalao,10,4,True
primatologa,primatologo,11,4,True
inspetores,inspetor,10,4,True
inspetoras,inspetor,10,4,True
inspetorados,inspetorado,12,4,True
inspetorado,inspetorado,11,4,True
primatologos,primatologo,12,4,True
primatologo,primatologo,11,4,True
primatologas,primatologo,12,4,True
saboianos,saboiano,9,4,True
cangalheiras,cangalheiro,12,4,True
inspectoras,inspector,11,4,True
dogesas,doge,7,4,True
prezadores,prezador,10,4,True
prezadoras,prezador,10,4,True
prezadora,prezador,9,4,True
inspectorados,inspectorado,13,4,True
inspectorado,inspectorado,12,4,True
prezador,prezador,8,4,True
dogesa,doge,6,4,True
doges,doge,5,4,True
liberiana,liberiano,9,4,True
liberianas,liberiano,10,4,True
liberiano,liberiano,9,4,True
liberianos,liberiano,10,4,True
inspectores,inspector,11,4,True
cangalheiro,cangalheiro,11,4,True
cangalheiros,cangalheiro,12,4,True
liberalao,liberalao,9,4,True
liberalona,liberalao,10,4,True
liberalonas,liberalao,11,4,True
cangalheira,cangalheiro,11,4,True
inspecionadores,inspecionador,15,4,True
inspecionadoras,inspecionador,15,4,True
inspecionadora,inspecionador,14,4,True
inspecionador,inspecionador,13,4,True
saboiano,saboiano,8,4,True
libanes,libanes,7,4,True
doidaronas,doidarao,10,4,True
doidarona,doidarao,9,4,True
doidarao,doidarao,8,4,True
doidaroes,doidarao,9,4,True
instigadores,instigador,12,4,True
instigadoras,instigador,12,4,True
instigadora,instigador,11,4,True
instigador,instigador,10,4,True
primogenitores,primogenitor,14,4,True
primogenitora,primogenitor,13,4,True
saboiana,saboiano,8,4,True
saboianas,saboiano,9,4,True
primogenitor,primogenitor,12,4,True
primitivos,primitivo,10,4,True
primitivo,primitivo,9,4,True
primogenitoras,primogenitor,14,4,True
primitiva,primitivo,9,4,True
primitivas,primitivo,10,4,True
doge,doge,4,4,True
liberia,liberio,7,4,True
libriana,libriano,8,4,True
librianas,libriano,9,4,True
enteadas,enteado,8,4,True
enteado,enteado,7,4,True
enteados,enteado,8,4,True
enteada,enteado,7,4,True
liberios,liberio,8,4,True
libriano,libriano,8,4,True
librianos,libriano,9,4,True
liberias,liberio,8,4,True
liberio,liberio,7,4,True
prestadores,prestador,11,4,True
prestadoras,prestador,11,4,True
prestadora,prestador,10,4,True
prestador,prestador,9,4,True
libertinos,libertino,10,4,True
libertaria,libertario,10,4,True
libertarias,libertario,11,4,True
inspeccionadores,inspeccionador,16,4,True
inspeccionadoras,inspeccionador,16,4,True
inspeccionadora,inspeccionador,15,4,True
inspeccionador,inspeccionador,14,4,True
libertario,libertario,10,4,True
libertino,libertino,9,4,True
libertinas,libertino,10,4,True
inspectoradas,inspectorado,13,4,True
inspectorada,inspectorado,12,4,True
inspectora,inspector,10,4,True
sacador,sacador,7,4,True
sacadora,sacador,8,4,True
sacadoras,sacador,9,4,True
sacadores,sacador,9,4,True
libertina,libertino,9,4,True
inspector,inspector,9,4,True
libertarios,libertario,11,4,True
barbeadores,barbeador,11,4,True
barbeadora,barbeador,10,4,True
barbeador,barbeador,9,4,True
barbeadoras,barbeador,11,4,True
sacerdote,sacerdote,9,4,True
sacerdotes,sacerdote,10,4,True
sacerdotisa,sacerdote,11,4,True
sacerdotisas,sacerdote,12,4,True
canarina,canarino,8,4,True
professor,professor,9,4,True
professora,professor,10,4,True
ensamblador,ensamblador,11,4,True
ensambladora,ensamblador,12,4,True
profetisas,profeta,10,4,True
profetisa,profeta,9,4,True
profetas,profeta,8,4,True
profeta,profeta,7,4,True
professores,professor,11,4,True
professoras,professor,11,4,True
canarinas,canarino,9,4,True
ensambladoras,ensamblador,13,4,True
ensambladores,ensamblador,13,4,True
canarino,canarino,8,4,True
canarinos,canarino,9,4,True
produzidores,produzidor,12,4,True
produzidora,produzidor,11,4,True
produzidor,produzidor,10,4,True
produtores,produtor,10,4,True
produtoras,produtor,10,4,True
produtora,produtor,9,4,True
produtor,produtor,8,4,True
produzidoras,produzidor,12,4,True
progenitores,progenitor,12,4,True
progenitoras,progenitor,12,4,True
progenitora,progenitor,11,4,True
rufadores,rufador,9,4,True
rufioes,rufiao,7,4,True
rufiao,rufiao,6,4,True
rufiona,rufiao,7,4,True
dorminhocas,dorminhoco,11,4,True
progenitor,progenitor,10,4,True
dorminhoca,dorminhoco,10,4,True
programadoras,programador,13,4,True
programadora,programador,12,4,True
programador,programador,11,4,True
rufionas,rufiao,8,4,True
programadores,programador,13,4,True
canadiana,canadiano,9,4,True
canadianas,canadiano,10,4,True
ruiva,ruivo,5,4,True
ruivo,ruivo,5,4,True
ruivos,ruivo,6,4,True
ruivas,ruivo,6,4,True
procuradores,procurador,12,4,True
canadiano,canadiano,9,4,True
canadianos,canadiano,10,4,True
profligadores,profligador,13,4,True
profligadoras,profligador,13,4,True
profligadora,profligador,12,4,True
profligador,profligador,11,4,True
procuradoras,procurador,12,4,True
procurador,procurador,10,4,True
reus,reu,4,4,True
russa,russo,5,4,True
russas,russo,6,4,True
instrutor,instrutor,9,4,True
instrutora,instrutor,10,4,True
instrutoras,instrutor,11,4,True
candidata,candidato,9,4,True
candidatas,candidato,10,4,True
candidato,candidato,9,4,True
candidatos,candidato,10,4,True
doidonas,doidao,8,4,True
instrutores,instrutor,11,4,True
libaneses,libanes,9,4,True
libanesas,libanes,9,4,True
libanesa,libanes,8,4,True
russo,russo,5,4,True
doidona,doidao,7,4,True
prisioneiros,prisioneiro,12,4,True
prisioneiro,prisioneiro,11,4,True
prisioneiras,prisioneiro,12,4,True
prisioneira,prisioneiro,11,4,True
doidao,doidao,6,4,True
russos,russo,6,4,True
barqueiro,barqueiro,9,4,True
barqueiras,barqueiro,10,4,True
barqueira,barqueiro,9,4,True
doidoes,doidao,7,4,True
barqueiros,barqueiro,10,4,True
proconsulesa,proconsul,12,4,True
dominicano,dominicano,10,4,True
dominicanas,dominicano,11,4,True
dominicana,dominicano,10,4,True
proconsules,proconsul,11,4,True
proconsul,proconsul,9,4,True
proconsulesas,proconsul,13,4,True
dominicanos,dominicano,11,4,True
procrastinador,procrastinador,14,4,True
procrastinadora,procrastinador,15,4,True
domesticos,domestico,10,4,True
domestico,domestico,9,4,True
domesticas,domestico,10,4,True
domestica,domestico,9,4,True
procrastinadores,procrastinador,16,4,True
procrastinadoras,procrastinador,16,4,True
domesticadores,domesticador,14,4,True
domesticadoras,domesticador,14,4,True
domesticadora,domesticador,13,4,True
domesticador,domesticador,12,4,True
domadores,domador,9,4,True
domadoras,domador,9,4,True
domadora,domador,8,4,True
domador,domador,7,4,True
procuradora,procurador,11,4,True
lexicologos,lexicologo,11,4,True
lexicografa,lexicografo,11,4,True
lexicografas,lexicografo,12,4,True
lexicografo,lexicografo,11,4,True
lexicografos,lexicografo,12,4,True
lexicologa,lexicologo,10,4,True
lexicologas,lexicologo,11,4,True
lexicologo,lexicologo,10,4,True
caligrafa,caligrafo,9,4,True
caligrafas,caligrafo,10,4,True
caligrafos,caligrafo,10,4,True
caligrafo,caligrafo,9,4,True
interrogador,interrogador,12,4,True
interrogadora,interrogador,13,4,True
ecologo,ecologo,7,4,True
ecologos,ecologo,8,4,True
calcorreadora,calcorreador,13,4,True
calcorreadoras,calcorreador,14,4,True
calcorreadores,calcorreador,14,4,True
calcorreador,calcorreador,12,4,True
introvertidos,introvertido,13,4,True
introvertido,introvertido,12,4,True
introvertidas,introvertido,13,4,True
intrusas,intruso,8,4,True
intrusa,intruso,7,4,True
legatarios,legatario,10,4,True
psicologos,psicologo,10,4,True
psicologo,psicologo,9,4,True
psicologas,psicologo,10,4,True
psicologa,psicologo,9,4,True
introvertida,introvertido,12,4,True
interrogadoras,interrogador,14,4,True
legislador,legislador,10,4,True
legionarios,legionario,11,4,True
engazopadores,engazopador,13,4,True
legionario,legionario,10,4,True
legionarias,legionario,11,4,True
bebedores,bebedor,9,4,True
engazopadoras,engazopador,13,4,True
beberricadoras,beberricador,14,4,True
beberricadora,beberricador,13,4,True
beberricador,beberricador,12,4,True
engazopador,engazopador,11,4,True
beberroes,beberrao,9,4,True
caixeira,caixeiro,8,4,True
engazopadora,engazopador,12,4,True
bebedoras,bebedor,9,4,True
legionaria,legionario,10,4,True
legataria,legatario,9,4,True
legatarias,legatario,10,4,True
caixeiro,caixeiro,8,4,True
caixeiros,caixeiro,9,4,True
legatario,legatario,9,4,True
beberricadores,beberricador,14,4,True
caixeiras,caixeiro,9,4,True
ecologas,ecologo,8,4,True
rockeira,rockeiro,8,4,True
ecologa,ecologo,7,4,True
caldeia,caldeu,7,4,True
caldeias,caldeu,8,4,True
rockeiras,rockeiro,9,4,True
eclectico,eclectico,9,4,True
interrogadores,interrogador,14,4,True
rockeiro,rockeiro,8,4,True
eclectica,eclectico,9,4,True
eclecticas,eclectico,10,4,True
beberronas,beberrao,10,4,True
bebedora,bebedor,8,4,True
beberrona,beberrao,9,4,True
caldeu,caldeu,6,4,True
caldeus,caldeu,7,4,True
beberrao,beberrao,8,4,True
bebedor,bebedor,7,4,True
rockeiros,rockeiro,9,4,True
eclecticos,eclectico,10,4,True
legisladores,legislador,12,4,True
legisladoras,legislador,12,4,True
legisladora,legislador,11,4,True
beneficiadores,beneficiador,14,4,True
beneficiadoras,beneficiador,14,4,True
beneficiadora,beneficiador,13,4,True
duquesas,duque,8,4,True
engodador,engodador,9,4,True
engodadora,engodador,10,4,True
beneficiador,beneficiador,12,4,True
rojadores,rojador,9,4,True
duquesa,duque,7,4,True
duques,duque,6,4,True
beneditinos,beneditino,11,4,True
beneditino,beneditino,10,4,True
pupila,pupilo,6,4,True
duque,duque,5,4,True
pupilas,pupilo,7,4,True
pupilo,pupilo,6,4,True
pupilos,pupilo,7,4,True
beijador,beijador,8,4,True
beijocador,beijocador,10,4,True
libia,libio,5,4,True
rogador,rogador,7,4,True
rogadora,rogador,8,4,True
beijoqueira,beijoqueiro,11,4,True
beijoqueiras,beijoqueiro,12,4,True
beijoqueiro,beijoqueiro,11,4,True
beijoqueiros,beijoqueiro,12,4,True
rojadoras,rojador,9,4,True
rojadora,rojador,8,4,True
rojador,rojador,7,4,True
bebada,bebado,6,4,True
beijocadores,beijocador,12,4,True
bebadas,bebado,7,4,True
beijocadoras,beijocador,12,4,True
bebado,bebado,6,4,True
bebados,bebado,7,4,True
rogadores,rogador,9,4,True
beijocadora,beijocador,11,4,True
rogadoras,rogador,9,4,True
libias,libio,6,4,True
punheteira,punheteiro,10,4,True
rimadoras,rimador,9,4,True
rimadores,rimador,9,4,True
punheteiras,punheteiro,11,4,True
beneficiaria,beneficiario,12,4,True
punheteiro,punheteiro,10,4,True
punheteiros,punheteiro,11,4,True
beijadores,beijador,10,4,True
beijadoras,beijador,10,4,True
beijadora,beijador,9,4,True
rimadora,rimador,8,4,True
rimador,rimador,7,4,True
libio,libio,5,4,True
libios,libio,6,4,True
beneficiarios,beneficiario,13,4,True
beneficiario,beneficiario,12,4,True
beneficiarias,beneficiario,13,4,True
calceiro,calceiro,8,4,True
calceiros,calceiro,9,4,True
puritano,puritano,8,4,True
beguinos,beguino,8,4,True
beguino,beguino,7,4,True
beguinas,beguino,8,4,True
beguina,beguino,7,4,True
calceiras,calceiro,9,4,True
calceira,calceiro,8,4,True
engranzadoras,engranzador,13,4,True
leiloeiro,leiloeiro,9,4,True
leiloeiras,leiloeiro,10,4,True
engranzadora,engranzador,12,4,True
engranzador,engranzador,11,4,True
leiloeira,leiloeiro,9,4,True
engastador,engastador,10,4,True
beduinos,beduino,8,4,True
engastadores,engastador,12,4,True
beduinas,beduino,8,4,True
beduina,beduino,7,4,True
beduino,beduino,7,4,True
engastadora,engastador,11,4,True
puritanos,puritano,9,4,True
intruso,intruso,7,4,True
intrusos,intruso,8,4,True
engastadoras,engastador,12,4,True
californiana,californiano,12,4,True
leiloeiros,leiloeiro,10,4,True
beneditinas,beneditino,11,4,True
beneditina,beneditino,10,4,True
prussiana,prussiano,9,4,True
prussianas,prussiano,10,4,True
prussiano,prussiano,9,4,True
prussianos,prussiano,10,4,True
engranzadores,engranzador,13,4,True
engodadoras,engodador,11,4,True
intimadores,intimador,11,4,True
rocador,rocador,7,4,True
californiano,californiano,12,4,True
californianas,californiano,13,4,True
californianos,californiano,13,4,True
rocadoras,rocador,9,4,True
rocadores,rocador,9,4,True
intimadoras,intimador,11,4,True
intimador,intimador,9,4,True
puritanas,puritano,9,4,True
rocadora,rocador,8,4,True
engodadores,engodador,11,4,True
puritana,puritano,8,4,True
intimadora,intimador,10,4,True
rei,rei,3,5,True
monitores,monitor,9,5,True
cirurgiaos,cirurgiao,10,5,True
neurocirurgia,neurocirurgiao,13,5,True
neurocirurgioes,neurocirurgiao,15,5,True
neurocirurgiao,neurocirurgiao,14,5,True
neurocirurgiaos,neurocirurgiao,15,5,True
neurocirurgias,neurocirurgiao,14,5,True
monitors,monitor,8,5,True
cirurgia,cirurgiao,8,5,True
cirurgioes,cirurgiao,10,5,True
cirurgiao,cirurgiao,9,5,True
monitor,monitor,7,5,True
cirurgias,cirurgiao,9,5,True
monitora,monitor,8,5,True
reis,rei,4,5,True
monitoras,monitor,9,5,True
guardias,guardiao,8,5,True
guardiaes,guardiao,9,5,True
artesaos,artesao,8,5,True
guardioes,guardiao,9,5,True
artesas,artesao,7,5,True
impressor,impressor,9,5,True
rainha,rei,6,5,True
reis,rei,4,5,True
artesa,artesao,6,5,True
artesao,artesao,7,5,True
rainhas,rei,7,5,True
impressors,impressor,10,5,True
impressora,impressor,10,5,True
guardia,guardiao,7,5,True
guardiao,guardiao,8,5,True
impressores,impressor,11,5,True
impressoras,impressor,11,5,True
artesoes,artesao,8,5,True
crianca,crianca,7,6,True
criancita,crianca,9,6,True
criancinhas,crianca,11,6,True
criancitas,crianca,10,6,True
criancas,crianca,8,6,True
criancinha,crianca,10,6,True
vivenda,vivenda,7,6,True
vivendas,vivenda,8,6,True
vivendazinha,vivenda,12,6,True
vivendazinhas,vivenda,13,6,True
vivendazita,vivenda,11,6,True
vivendazitas,vivenda,12,6,True
alagadeira,alagador,10,6,True
alagadeiras,alagador,11,6,True
alagadores,alagador,10,6,True
alagadoras,alagador,10,6,True
alagadora,alagador,9,6,True
alagador,alagador,8,6,True
beliscozinho,belisco,12,6,True
beliscozinhos,belisco,13,6,True
beliscozito,belisco,11,6,True
beliscozitos,belisco,12,6,True
beliscos,belisco,8,6,True
belisco,belisco,7,6,True
abdicadrizes,abdicador,12,6,True
abdicador,abdicador,9,6,True
abdicadora,abdicador,10,6,True
abdicadoras,abdicador,11,6,True
abdicadores,abdicador,11,6,True
abdicadriz,abdicador,10,6,True
senatriz,senador,8,6,True
senador,senador,7,6,True
senadora,senador,8,6,True
senadoras,senador,9,6,True
senadores,senador,9,6,True
vendedeira,vendedor,10,6,True
vendedeiras,vendedor,11,6,True
vendedor,vendedor,8,6,True
vendedora,vendedor,9,6,True
vendedoras,vendedor,10,6,True
vendedores,vendedor,10,6,True
senatrizes,senador,10,6,True
revendedeiras,revendedor,13,6,True
revendedeira,revendedor,12,6,True
revendedores,revendedor,12,6,True
revendedoras,revendedor,12,6,True
revendedor,revendedor,10,6,True
revendedora,revendedor,11,6,True
montinho,monte,8,6,True
montinhos,monte,9,6,True
montito,monte,7,6,True
montitos,monte,8,6,True
monte,monte,5,6,True
montes,monte,6,6,True
malinhas,mala,8,6,True
malinha,mala,7,6,True
malita,mala,6,6,True
malitas,mala,7,6,True
malas,mala,5,6,True
camaraozinho,camarao,12,6,True
camaraozito,camarao,11,6,True
prior,prior,5,6,True
priora,prior,6,6,True
prioras,prior,7,6,True
priores,prior,7,6,True
guardadores,guardador,11,6,True
guardador,guardador,9,6,True
