noun,support,len,variation,is_human_related
esquizofrenico,esquizofrenico,14,4,True
esquizofrenicas,esquizofrenico,15,4,True
esquizofrenica,esquizofrenico,14,4,True
heroi,heroi,5,4,True
herois,heroi,6,4,True
herbanaria,herbanario,10,4,True
herbanarias,herbanario,11,4,True
herbanario,herbanario,10,4,True
herbanarios,herbanario,11,4,True
herbolaria,herbolario,10,4,True
herbolarias,herbolario,11,4,True
herbolario,herbolario,10,4,True
surradores,surrador,10,4,True
surradoras,surrador,10,4,True
surradora,surrador,9,4,True
surrador,surrador,8,4,True
herbolarios,herbolario,11,4,True
apresentadores,apresentador,14,4,True
apostador,apostador,9,4,True
apostadora,apostador,10,4,True
apostadoras,apostador,11,4,True
apostadores,apostador,11,4,True
estalajadeiros,estalajadeiro,14,4,True
estalajadeiro,estalajadeiro,13,4,True
apreciador,apreciador,10,4,True
apreciadora,apreciador,11,4,True
apreciadoras,apreciador,12,4,True
apreciadores,apreciador,12,4,True
apreensor,apreensor,9,4,True
apreensora,apreensor,10,4,True
apreensoras,apreensor,11,4,True
apreensores,apreensor,11,4,True
apregoador,apregoador,10,4,True
apregoadora,apregoador,11,4,True
apregoadoras,apregoador,12,4,True
aprendiz,aprendiz,8,4,True
aprendiza,aprendiz,9,4,True
aprendizas,aprendiz,10,4,True
aprendizes,aprendiz,10,4,True
apresador,apresador,9,4,True
apresadora,apresador,10,4,True
apresadoras,apresador,11,4,True
apresadores,apresador,11,4,True
apresentador,apresentador,12,4,True
apresentadora,apresentador,13,4,True
apresentadoras,apresentador,14,4,True
apregoadores,apregoador,12,4,True
estalajadeiras,estalajadeiro,14,4,True
estalajadeira,estalajadeiro,13,4,True
tabelias,tabeliao,8,4,True
tabeliaos,tabeliao,9,4,True
tabeliao,tabeliao,8,4,True
tabelia,tabeliao,7,4,True
estagiarios,estagiario,11,4,True
estagiario,estagiario,10,4,True
estagiarias,estagiario,11,4,True
estagiaria,estagiario,10,4,True
guri,guri,4,4,True
guria,guri,5,4,True
gurias,guri,6,4,True
guris,guri,5,4,True
tecnica,tecnico,7,4,True
tecnicos,tecnico,8,4,True
tecnico,tecnico,7,4,True
tecnicas,tecnico,8,4,True
estupidos,estupido,9,4,True
habitador,habitador,9,4,True
habitadora,habitador,10,4,True
habitadoras,habitador,11,4,True
habitadores,habitador,11,4,True
estupido,estupido,8,4,True
estupidas,estupido,9,4,True
estupida,estupido,8,4,True
taumaturgo,taumaturgo,10,4,True
habilitador,habilitador,11,4,True
taumaturgas,taumaturgo,11,4,True
taumaturga,taumaturgo,10,4,True
habilitadora,habilitador,12,4,True
habilitadoras,habilitador,13,4,True
habilitadores,habilitador,13,4,True
taumaturgos,taumaturgo,11,4,True
guinaldeiro,guinaldeiro,11,4,True
estremenhas,estremenho,11,4,True
estremenha,estremenho,10,4,True
guerrilheira,guerrilheiro,12,4,True
guerrilheiras,guerrilheiro,13,4,True
guerrilheiro,guerrilheiro,12,4,True
guerrilheiros,guerrilheiro,13,4,True
guianesa,guianes,8,4,True
guianesas,guianes,9,4,True
guianeses,guianes,9,4,True
guianes,guianes,7,4,True
guinaldeiros,guinaldeiro,12,4,True
guinaldeira,guinaldeiro,11,4,True
guinaldeiras,guinaldeiro,12,4,True
tecelas,tecelao,7,4,True
tecelaos,tecelao,8,4,True
tecelao,tecelao,7,4,True
tecela,tecelao,6,4,True
tebanos,tebano,7,4,True
tebano,tebano,6,4,True
tebanas,tebano,7,4,True
tebana,tebano,6,4,True
estrangeirados,estrangeirado,14,4,True
estrangeirado,estrangeirado,13,4,True
estrangeiradas,estrangeirado,14,4,True
tecnologos,tecnologo,10,4,True
tecnologo,tecnologo,9,4,True
tecnologas,tecnologo,10,4,True
tecnologa,tecnologo,9,4,True
estrangeirada,estrangeirado,13,4,True
antologa,antologo,8,4,True
estoicas,estoico,8,4,True
estoica,estoico,7,4,True
estoico,estoico,7,4,True
apadrinhador,apadrinhador,12,4,True
apadrinhadora,apadrinhador,13,4,True
estoicos,estoico,8,4,True
apadrinhadoras,apadrinhador,14,4,True
apadrinhadores,apadrinhador,14,4,True
apanhadeira,apanhador,11,4,True
apanhadeiras,apanhador,12,4,True
apanhador,apanhador,9,4,True
apanhadores,apanhador,11,4,True
tanzanianos,tanzaniano,11,4,True
tanzaniano,tanzaniano,10,4,True
tanzanianas,tanzaniano,11,4,True
tanzaniana,tanzaniano,10,4,True
harmonizadores,harmonizador,14,4,True
harmonizadora,harmonizador,13,4,True
haitianos,haitiano,9,4,True
estofadores,estofador,11,4,True
estofadoras,estofador,11,4,True
estofadora,estofador,10,4,True
estofador,estofador,9,4,True
haitiano,haitiano,8,4,True
haitianas,haitiano,9,4,True
antologas,antologo,9,4,True
antologo,antologo,8,4,True
antologos,antologo,9,4,True
haitiana,haitiano,8,4,True
antropologa,antropologo,11,4,True
hanoverianas,hanoveriano,12,4,True
hanoveriano,hanoveriano,11,4,True
hanoverianos,hanoveriano,12,4,True
hanoveriana,hanoveriano,11,4,True
anunciador,anunciador,10,4,True
anunciadora,anunciador,11,4,True
anunciadoras,anunciador,12,4,True
anunciadores,anunciador,12,4,True
harmonizador,harmonizador,12,4,True
antropologas,antropologo,12,4,True
antropologo,antropologo,11,4,True
antropologos,antropologo,12,4,True
harmonizadoras,harmonizador,14,4,True
arminiana,arminiano,9,4,True
arminianas,arminiano,10,4,True
arminiano,arminiano,9,4,True
arminianos,arminiano,10,4,True
especificadoras,especificador,15,4,True
especificadora,especificador,14,4,True
especificador,especificador,13,4,True
armenia,armenio,7,4,True
armenias,armenio,8,4,True
armenio,armenio,7,4,True
especificadores,especificador,15,4,True
armenios,armenio,8,4,True
subarrendatarios,subarrendatario,16,4,True
subarrendatario,subarrendatario,15,4,True
subarrendatarias,subarrendatario,16,4,True
subarrendataria,subarrendatario,15,4,True
subalternos,subalterno,11,4,True
espectadores,espectador,12,4,True
subalternas,subalterno,11,4,True
espectadoras,espectador,12,4,True
espectadora,espectador,11,4,True
espectador,espectador,10,4,True
subalterna,subalterno,10,4,True
subalterno,subalterno,10,4,True
arqueologa,arqueologo,10,4,True
arqueologo,arqueologo,10,4,True
arqueologos,arqueologo,11,4,True
arqueologas,arqueologo,11,4,True
espartanos,espartano,10,4,True
espartano,espartano,9,4,True
espartanas,espartano,10,4,True
espartana,espartano,9,4,True
servios,servio,7,4,True
servio,servio,6,4,True
servias,servio,7,4,True
servia,servio,6,4,True
subjugadores,subjugador,12,4,True
subjugadoras,subjugador,12,4,True
subjugadora,subjugador,11,4,True
subjugador,subjugador,10,4,True
arguidoras,arguidor,10,4,True
arguidores,arguidor,10,4,True
arguidos,arguido,8,4,True
arguidora,arguidor,9,4,True
ariana,ariano,6,4,True
arianas,ariano,7,4,True
ariano,ariano,6,4,True
arianos,ariano,7,4,True
arguidor,arguidor,8,4,True
arguidas,arguido,8,4,True
arguido,arguido,7,4,True
arguida,arguido,7,4,True
arlequinas,arlequim,10,4,True
espeleologos,espeleologo,12,4,True
arlequins,arlequim,9,4,True
espeleologo,espeleologo,11,4,True
espeleologas,espeleologo,12,4,True
espeleologa,espeleologo,11,4,True
especuladores,especulador,13,4,True
armador,armador,7,4,True
armadora,armador,8,4,True
armadoras,armador,9,4,True
armadores,armador,9,4,True
especuladora,especulador,12,4,True
especulador,especulador,11,4,True
especuladoras,especulador,13,4,True
arlequina,arlequim,9,4,True
subempreiteiros,subempreiteiro,15,4,True
subempreiteiro,subempreiteiro,14,4,True
subempreiteiras,subempreiteiro,15,4,True
subempreiteira,subempreiteiro,14,4,True
arlequim,arlequim,8,4,True
arranjador,arranjador,10,4,True
arranjadora,arranjador,11,4,True
arranjadoras,arranjador,12,4,True
arranjadores,arranjador,12,4,True
sonhadoras,sonhador,10,4,True
sonhadora,sonhador,9,4,True
sonhador,sonhador,8,4,True
hipocondriaca,hipocondriaco,13,4,True
hipocondriacas,hipocondriaco,14,4,True
hipocondriaco,hipocondriaco,13,4,True
hipocondriacos,hipocondriaco,14,4,True
sonhadores,sonhador,10,4,True
arrastador,arrastador,10,4,True
arrastadora,arrastador,11,4,True
arrastadoras,arrastador,12,4,True
arrastadores,arrastador,12,4,True
hipnotizador,hipnotizador,12,4,True
hipnotizadora,hipnotizador,13,4,True
hipnotizadoras,hipnotizador,14,4,True
hipnotizadores,hipnotizador,14,4,True
arquitecta,arquitecto,10,4,True
arquitectas,arquitecto,11,4,True
arquitecto,arquitecto,10,4,True
arquiduque,arquiduque,10,4,True
arquiduques,arquiduque,11,4,True
arquiduquesa,arquiduque,12,4,True
arquiduquesas,arquiduque,13,4,True
arquitectos,arquitecto,11,4,True
arquiteta,arquiteto,9,4,True
hipertenso,hipertenso,10,4,True
hipertensos,hipertenso,11,4,True
arraialesca,arraialesco,11,4,True
arraialescas,arraialesco,12,4,True
arraialesco,arraialesco,11,4,True
arraialescos,arraialesco,12,4,True
arquitetas,arquiteto,10,4,True
arquiteto,arquiteto,9,4,True
arquitetos,arquiteto,10,4,True
hipertensa,hipertenso,10,4,True
hipertensas,hipertenso,11,4,True
estremenho,estremenho,10,4,True
espreitadores,espreitador,13,4,True
espreitadoras,espreitador,13,4,True
espreitadora,espreitador,12,4,True
espreitador,espreitador,11,4,True
esposos,esposo,7,4,True
esposo,esposo,6,4,True
esposas,esposo,7,4,True
esposa,esposo,6,4,True
arbitrador,arbitrador,10,4,True
arbitradora,arbitrador,11,4,True
arbitradoras,arbitrador,12,4,True
arbitradores,arbitrador,12,4,True
arboricultor,arboricultor,12,4,True
arboricultora,arboricultor,13,4,True
arboricultoras,arboricultor,14,4,True
arboricultores,arboricultor,14,4,True
heroina,heroi,7,4,True
heroinas,heroi,8,4,True
supervisores,supervisor,12,4,True
supervisoras,supervisor,12,4,True
supervisora,supervisor,11,4,True
supervisor,supervisor,10,4,True
subscritora,subscritor,11,4,True
subscritor,subscritor,10,4,True
argentadoras,argentador,12,4,True
argentadores,argentador,12,4,True
espia,espiao,5,4,True
subsargentos,subsargento,12,4,True
subsargento,subsargento,11,4,True
subsargentas,subsargento,12,4,True
subsargenta,subsargento,11,4,True
espevitadores,espevitador,13,4,True
espevitadoras,espevitador,13,4,True
subscritoras,subscritor,12,4,True
espevitadora,espevitador,12,4,True
espevitador,espevitador,11,4,True
subscritores,subscritor,12,4,True
argentador,argentador,10,4,True
argentadora,argentador,11,4,True
espioes,espiao,7,4,True
argelina,argelino,8,4,True
argelinas,argelino,9,4,True
argelino,argelino,8,4,True
argelinos,argelino,9,4,True
subornadores,subornador,12,4,True
subornadoras,subornador,12,4,True
subornadora,subornador,11,4,True
subornador,subornador,10,4,True
subordinados,subordinado,12,4,True
subordinado,subordinado,11,4,True
subordinadas,subordinado,12,4,True
subordinada,subordinado,11,4,True
sudanes,sudanes,7,4,True
sudanesas,sudanes,9,4,True
sudanesa,sudanes,8,4,True
espiao,espiao,6,4,True
sudaneses,sudanes,9,4,True
sucessores,sucessor,10,4,True
espias,espiao,6,4,True
hidrologa,hidrologo,9,4,True
hidrologas,hidrologo,10,4,True
hidrologo,hidrologo,9,4,True
hidrologos,hidrologo,10,4,True
sucessoras,sucessor,10,4,True
sucessora,sucessor,9,4,True
sucessor,sucessor,8,4,True
subvertedores,subvertedor,13,4,True
subvertedoras,subvertedor,13,4,True
subvertedora,subvertedor,12,4,True
subvertedor,subvertedor,11,4,True
subversivos,subversivo,11,4,True
subversivo,subversivo,10,4,True
subversivas,subversivo,11,4,True
subversiva,subversivo,10,4,True
gnosticos,gnostico,9,4,True
toscanos,toscano,8,4,True
toscano,toscano,7,4,True
toscanas,toscano,8,4,True
toscana,toscano,7,4,True
gnostico,gnostico,8,4,True
gnostica,gnostico,8,4,True
gnosticas,gnostico,9,4,True
expatriados,expatriado,11,4,True
expatriado,expatriado,10,4,True
expatriadas,expatriado,11,4,True
expatriada,expatriado,10,4,True
goleador,goleador,8,4,True
expectador,expectador,10,4,True
expectadoras,expectador,12,4,True
expectadora,expectador,11,4,True
amealhador,amealhador,10,4,True
amealhadora,amealhador,11,4,True
amealhadoras,amealhador,12,4,True
amealhadores,amealhador,12,4,True
expectadores,expectador,12,4,True
explorador,explorador,10,4,True
trabalhadores,trabalhador,13,4,True
trabalhadoras,trabalhador,13,4,True
trabalhadora,trabalhador,12,4,True
trabalhador,trabalhador,11,4,True
glutoes,glutao,7,4,True
touteadores,touteador,11,4,True
touteadoras,touteador,11,4,True
touteadora,touteador,10,4,True
touteador,touteador,9,4,True
exportadora,exportador,11,4,True
exportador,exportador,10,4,True
toureiro,toureiro,8,4,True
toureiras,toureiro,9,4,True
toureira,toureiro,8,4,True
exploradores,explorador,12,4,True
exploradoras,explorador,12,4,True
exploradora,explorador,11,4,True
toureiros,toureiro,9,4,True
exportadoras,exportador,12,4,True
exportadores,exportador,12,4,True
glutao,glutao,6,4,True
glutona,glutao,7,4,True
glutonas,glutao,8,4,True
gemea,gemeo,5,4,True
gemeas,gemeo,6,4,True
toxicologos,toxicologo,11,4,True
toxicologo,toxicologo,10,4,True
toxicologas,toxicologo,11,4,True
toxicologa,toxicologo,10,4,True
gemeo,gemeo,5,4,True
gemeos,gemeo,6,4,True
expositores,expositor,11,4,True
expositoras,expositor,11,4,True
expositora,expositor,10,4,True
expositor,expositor,9,4,True
amas,amo,4,4,True
goleadora,goleador,9,4,True
gondoleira,gondoleiro,10,4,True
gondoleiras,gondoleiro,11,4,True
gondoleiro,gondoleiro,10,4,True
gondoleiros,gondoleiro,11,4,True
executivos,executivo,10,4,True
executivo,executivo,9,4,True
executivas,executivo,10,4,True
executiva,executivo,9,4,True
amo,amo,3,4,True
amofinador,amofinador,10,4,True
amofinadora,amofinador,11,4,True
amofinadoras,amofinador,12,4,True
amofinadores,amofinador,12,4,True
amigalhotes,amigalhote,11,4,True
amigalhote,amigalhote,10,4,True
amigalhotas,amigalhote,11,4,True
americana,americano,9,4,True
americanas,americano,10,4,True
goleadoras,goleador,10,4,True
goleadores,goleador,10,4,True
goleira,goleiro,7,4,True
goleiras,goleiro,8,4,True
goleiro,goleiro,7,4,True
goleiros,goleiro,8,4,True
amestradoras,amestrador,12,4,True
amestradores,amestrador,12,4,True
amestradora,amestrador,11,4,True
amigalhota,amigalhote,10,4,True
amestrador,amestrador,10,4,True
americano,americano,9,4,True
americanos,americano,10,4,True
alsacianos,alsaciano,10,4,True
gladiador,gladiador,9,4,True
gladiadora,gladiador,10,4,True
girondina,girondino,9,4,True
girondinas,girondino,10,4,True
girondino,girondino,9,4,True
girondinos,girondino,10,4,True
transportadores,transportador,15,4,True
transportadoras,transportador,15,4,True
transportadora,transportador,14,4,True
transportador,transportador,13,4,True
alsaciano,alsaciano,9,4,True
alsacianas,alsaciano,10,4,True
alsaciana,alsaciano,9,4,True
alojador,alojador,8,4,True
alojadora,alojador,9,4,True
alojadoras,alojador,10,4,True
alojadores,alojador,10,4,True
gingador,gingador,8,4,True
gingadora,gingador,9,4,True
gingadoras,gingador,10,4,True
gingadores,gingador,10,4,True
tratadores,tratador,10,4,True
tratadoras,tratador,10,4,True
tratadora,tratador,9,4,True
tratador,tratador,8,4,True
gladiadoras,gladiador,11,4,True
gladiadores,gladiador,11,4,True
exterminador,exterminador,12,4,True
trajectores,trajector,11,4,True
trajectoras,trajector,11,4,True
trajectora,trajector,10,4,True
trajector,trajector,9,4,True
exterminadora,exterminador,13,4,True
exterminadores,exterminador,14,4,True
exterminadoras,exterminador,14,4,True
amados,amado,6,4,True
ama,amo,3,4,True
traidores,traidor,9,4,True
traidoras,traidor,9,4,True
traidora,traidor,8,4,True
traidor,traidor,7,4,True
amacador,amacador,8,4,True
amacadora,amacador,9,4,True
amacadoras,amacador,10,4,True
amacadores,amacador,10,4,True
amada,amado,5,4,True
amadas,amado,6,4,True
tragadores,tragador,10,4,True
tragadoras,tragador,10,4,True
tragadora,tragador,9,4,True
tragador,tragador,8,4,True
amado,amado,5,4,True
amador,amador,6,4,True
amadora,amador,7,4,True
amadoras,amador,8,4,True
amadores,amador,8,4,True
aluna,aluno,5,4,True
alunas,aluno,6,4,True
aluno,aluno,5,4,True
alunos,aluno,6,4,True
transgressores,transgressor,14,4,True
transgressoras,transgressor,14,4,True
transgressora,transgressor,13,4,True
transgressor,transgressor,12,4,True
transactores,transactor,12,4,True
transactoras,transactor,12,4,True
transactora,transactor,11,4,True
transactor,transactor,10,4,True
extranumerarios,extranumerario,15,4,True
extranumerario,extranumerario,14,4,True
extranumerarias,extranumerario,15,4,True
extranumeraria,extranumerario,14,4,True
etimologos,etimologo,10,4,True
etimologo,etimologo,9,4,True
etimologas,etimologo,10,4,True
etimologa,etimologo,9,4,True
anfitrias,anfitriao,9,4,True
grinda,grindo,6,4,True
grindas,grindo,7,4,True
grindo,grindo,6,4,True
grindos,grindo,7,4,True
anfitriao,anfitriao,9,4,True
anfitria,anfitriao,8,4,True
tesoureiro,tesoureiro,10,4,True
tesoureiras,tesoureiro,11,4,True
tesoureira,tesoureiro,10,4,True
etnologos,etnologo,9,4,True
etnologo,etnologo,8,4,True
etnologas,etnologo,9,4,True
etnologa,etnologo,8,4,True
anfitrioes,anfitriao,10,4,True
etnografos,etnografo,10,4,True
etnografas,etnografo,10,4,True
etnografa,etnografo,9,4,True
etnografo,etnografo,9,4,True
tesoureiros,tesoureiro,11,4,True
angolana,angolano,8,4,True
angolanas,angolano,9,4,True
angolano,angolano,8,4,True
angolanos,angolano,9,4,True
anglofila,anglofilo,9,4,True
anglofilas,anglofilo,10,4,True
anglofilo,anglofilo,9,4,True
anglofilos,anglofilo,10,4,True
anglicana,anglicano,9,4,True
anglicanas,anglicano,10,4,True
anglicano,anglicano,9,4,True
anglicanos,anglicano,10,4,True
etruscos,etrusco,8,4,True
etrusco,etrusco,7,4,True
etruscas,etrusco,8,4,True
etrusca,etrusco,7,4,True
teutoas,teutao,7,4,True
teutoa,teutao,6,4,True
teutao,teutao,6,4,True
teutoes,teutao,7,4,True
testadores,testador,10,4,True
testadoras,testador,10,4,True
testadora,testador,9,4,True
testador,testador,8,4,True
anotador,anotador,8,4,True
anotadora,anotador,9,4,True
anotadoras,anotador,10,4,True
anotadores,anotador,10,4,True
estripadores,estripador,12,4,True
estripadoras,estripador,12,4,True
estripadora,estripador,11,4,True
estripador,estripador,10,4,True
temperadores,temperador,12,4,True
temperadoras,temperador,12,4,True
tenteadoras,tenteador,11,4,True
tenteadora,tenteador,10,4,True
tenteador,tenteador,9,4,True
temperadora,temperador,11,4,True
temperador,temperador,10,4,True
telhadora,telhador,9,4,True
telhador,telhador,8,4,True
guerreador,guerreador,10,4,True
guerreadora,guerreador,11,4,True
guerreadoras,guerreador,12,4,True
guerreadores,guerreador,12,4,True
telespectadores,telespectador,15,4,True
telhadoras,telhador,10,4,True
telespectadoras,telespectador,15,4,True
telespectador,telespectador,13,4,True
guerreira,guerreiro,9,4,True
estremenhos,estremenho,11,4,True
guerreiras,guerreiro,10,4,True
guerreiro,guerreiro,9,4,True
guerreiros,guerreiro,10,4,True
telespectadora,telespectador,14,4,True
telhadores,telhador,10,4,True
guatemalteca,guatemalteco,12,4,True
guatemaltecas,guatemalteco,13,4,True
guatemalteco,guatemalteco,12,4,True
guatemaltecos,guatemalteco,13,4,True
teologos,teologo,8,4,True
teologo,teologo,7,4,True
teologas,teologo,8,4,True
teologa,teologo,7,4,True
antecessor,antecessor,10,4,True
antecessora,antecessor,11,4,True
antecessoras,antecessor,12,4,True
antecessores,antecessor,12,4,True
tenteadores,tenteador,11,4,True
texana,texano,6,4,True
estucador,estucador,9,4,True
estucadoras,estucador,11,4,True
animador,animador,8,4,True
animadora,animador,9,4,True
animadoras,animador,10,4,True
animadores,animador,10,4,True
estupidarronas,estupidarrao,14,4,True
estupidarrona,estupidarrao,13,4,True
estupidarrao,estupidarrao,12,4,True
estupidarroes,estupidarrao,13,4,True
estudanteco,estudanteco,11,4,True
estudantecos,estudanteco,12,4,True
estudantecas,estudanteco,12,4,True
estudanteca,estudanteco,11,4,True
estucadores,estucador,11,4,True
tercadores,tercador,10,4,True
tercadoras,tercador,10,4,True
tercadora,tercador,9,4,True
tercador,tercador,8,4,True
aniquilador,aniquilador,11,4,True
aniquiladora,aniquilador,12,4,True
aniquiladoras,aniquilador,13,4,True
aniquiladores,aniquilador,13,4,True
estucadora,estucador,10,4,True
texanas,texano,7,4,True
texanos,texano,7,4,True
examinadores,examinador,12,4,True
examinadoras,examinador,12,4,True
examinadora,examinador,11,4,True
graduada,graduado,8,4,True
graduadas,graduado,9,4,True
graduado,graduado,8,4,True
graduados,graduado,9,4,True
examinador,examinador,10,4,True
gozador,gozador,7,4,True
gozadora,gozador,8,4,True
gozadoras,gozador,9,4,True
gozadores,gozador,9,4,True
analfabeto,analfabeto,10,4,True
analfabetos,analfabeto,11,4,True
tiranos,tirano,7,4,True
analfabetas,analfabeto,11,4,True
tirano,tirano,6,4,True
analfabeta,analfabeto,10,4,True
grafologa,grafologo,9,4,True
grafologas,grafologo,10,4,True
grafologo,grafologo,9,4,True
grafologos,grafologo,10,4,True
excentricos,excentrico,11,4,True
amos,amo,4,4,True
excentrico,excentrico,10,4,True
excentricas,excentrico,11,4,True
tolas,tolo,5,4,True
tola,tolo,4,4,True
amotinada,amotinado,9,4,True
amotinadas,amotinado,10,4,True
amotinado,amotinado,9,4,True
amotinador,amotinador,10,4,True
amotinadoras,amotinador,12,4,True
amotinadores,amotinador,12,4,True
amotinados,amotinado,10,4,True
toireiros,toireiro,9,4,True
toireiro,toireiro,8,4,True
toireiras,toireiro,9,4,True
toireira,toireiro,8,4,True
excentrica,excentrico,10,4,True
amotinadora,amotinador,11,4,True
amparador,amparador,9,4,True
tolos,tolo,5,4,True
tolo,tolo,4,4,True
amparadora,amparador,10,4,True
amparadoras,amparador,11,4,True
tocadores,tocador,9,4,True
tocadoras,tocador,9,4,True
tocadora,tocador,8,4,True
tocador,tocador,7,4,True
governadeira,governadeiro,12,4,True
governadeiras,governadeiro,13,4,True
governadeiro,governadeiro,12,4,True
governadeiros,governadeiro,13,4,True
governadora,governador,11,4,True
governadoras,governador,12,4,True
governadores,governador,12,4,True
governador,governador,10,4,True
amparadores,amparador,11,4,True
tiranas,tirano,7,4,True
tirana,tirano,6,4,True
euroasiatico,euroasiatico,12,4,True
euroasiaticas,euroasiatico,13,4,True
euroasiatica,euroasiatico,12,4,True
euroasiaticos,euroasiatico,13,4,True
andorrana,andorrano,9,4,True
tigresas,tigre,8,4,True
tigresa,tigre,7,4,True
tigres,tigre,6,4,True
tigre,tigre,5,4,True
andorrano,andorrano,9,4,True
andorranos,andorrano,10,4,True
andorranas,andorrano,10,4,True
europeu,europeu,7,4,True
europeias,europeu,9,4,True
europeia,europeu,8,4,True
tias,tio,4,4,True
tia,tio,3,4,True
texugos,texugo,7,4,True
texugo,texugo,6,4,True
texugas,texugo,7,4,True
texuga,texugo,6,4,True
eurafricanos,eurafricano,12,4,True
eurafricano,eurafricano,11,4,True
eurafricanas,eurafricano,12,4,True
eurafricana,eurafricano,11,4,True
europeus,europeu,8,4,True
texano,texano,6,4,True
tios,tio,4,4,True
tio,tio,3,4,True
tiradores,tirador,9,4,True
tiradoras,tirador,9,4,True
tiradora,tirador,8,4,True
tirador,tirador,7,4,True
andador,andador,7,4,True
andadoras,andador,9,4,True
andadores,andador,9,4,True
timoneiros,timoneiro,10,4,True
timoneiro,timoneiro,9,4,True
timoneiras,timoneiro,10,4,True
timoneira,timoneiro,9,4,True
eurasios,eurasio,8,4,True
eurasio,eurasio,7,4,True
eurasias,eurasio,8,4,True
eurasia,eurasio,7,4,True
andadora,andador,8,4,True
gramatica,gramatico,9,4,True
gramaticas,gramatico,10,4,True
gramatico,gramatico,9,4,True
gramaticos,gramatico,10,4,True
maldivana,maldivano,9,4,True
maldivanas,maldivano,10,4,True
maldivano,maldivano,9,4,True
maldivanos,maldivano,10,4,True
peleiros,peleiro,8,4,True
peleiro,peleiro,7,4,True
peleiras,peleiro,8,4,True
peleira,peleiro,7,4,True
charlatoes,charlatao,10,4,True
charlatao,charlatao,9,4,True
charlatona,charlatao,10,4,True
charlatonas,charlatao,11,4,True
pegadores,pegador,9,4,True
pegadoras,pegador,9,4,True
pegadora,pegador,8,4,True
pegureira,pegureiro,9,4,True
pegureiras,pegureiro,10,4,True
pegureiro,pegureiro,9,4,True
pegureiros,pegureiro,10,4,True
peixeiros,peixeiro,9,4,True
peixeiro,peixeiro,8,4,True
peixeiras,peixeiro,9,4,True
peixeira,peixeiro,8,4,True
malandrinos,malandrino,11,4,True
malandrina,malandrino,10,4,True
chapeleira,chapeleiro,10,4,True
malandrinas,malandrino,11,4,True
chapeleiras,chapeleiro,11,4,True
chapeleiro,chapeleiro,10,4,True
chapeleiros,chapeleiro,11,4,True
malandrino,malandrino,10,4,True
pegador,pegador,7,4,True
charcuteira,charcuteiro,11,4,True
charcuteiras,charcuteiro,12,4,True
charcuteiro,charcuteiro,11,4,True
charcuteiros,charcuteiro,12,4,True
malauiana,malauiano,9,4,True
malauianas,malauiano,10,4,True
malauiano,malauiano,9,4,True
malauianos,malauiano,10,4,True
penetrador,penetrador,10,4,True
malthusiana,malthusiano,11,4,True
malthusianas,malthusiano,12,4,True
malthusiano,malthusiano,11,4,True
malthusianos,malthusiano,12,4,True
maltes,maltes,6,4,True
malteses,maltes,8,4,True
maltesas,maltes,8,4,True
pecadores,pecador,9,4,True
pecadoras,pecador,9,4,True
pecadora,pecador,8,4,True
pecador,pecador,7,4,True
maltesa,maltes,7,4,True
patronos,patrono,8,4,True
patrono,patrono,7,4,True
patronas,patrono,8,4,True
patrona,patrono,7,4,True
patrocinadores,patrocinador,14,4,True
patrocinadoras,patrocinador,14,4,True
patrocinadora,patrocinador,13,4,True
patrocinador,patrocinador,12,4,True
chilena,chileno,7,4,True
chileno,chileno,7,4,True
chilenos,chileno,8,4,True
pedintoes,pedintao,9,4,True
checa,checo,5,4,True
pedintao,pedintao,8,4,True
pedintona,pedintao,9,4,True
pedintonas,pedintao,10,4,True
malhador,malhador,8,4,True
malhadora,malhador,9,4,True
malhadores,malhador,10,4,True
pedreiros,pedreiro,9,4,True
pedreiro,pedreiro,8,4,True
pedreiras,pedreiro,9,4,True
pedreira,pedreiro,8,4,True
malhadoras,malhador,10,4,True
checas,checo,6,4,True
checos,checo,6,4,True
chefete,chefete,7,4,True
chefetes,chefete,8,4,True
chefezeca,chefezeco,9,4,True
chefezecas,chefezeco,10,4,True
chefezeco,chefezeco,9,4,True
chefezecos,chefezeco,10,4,True
pedagogos,pedagogo,9,4,True
pedagogo,pedagogo,8,4,True
pedagogas,pedagogo,9,4,True
pedagoga,pedagogo,8,4,True
peculadores,peculador,11,4,True
peculadoras,peculador,11,4,True
peculadora,peculador,10,4,True
peculador,peculador,9,4,True
chefetas,chefete,8,4,True
pediatros,pediatro,9,4,True
pediatro,pediatro,8,4,True
pediatras,pediatro,9,4,True
pediatra,pediatro,8,4,True
pedestrianos,pedestriano,12,4,True
pedestriano,pedestriano,11,4,True
pedestrianas,pedestriano,12,4,True
checo,checo,5,4,True
pedestriana,pedestriano,11,4,True
chefa,chefe,5,4,True
chefas,chefe,6,4,True
chefe,chefe,5,4,True
chefeca,chefeco,7,4,True
chefecas,chefeco,8,4,True
chefeco,chefeco,7,4,True
chefecos,chefeco,8,4,True
chefes,chefe,6,4,True
chefeta,chefete,7,4,True
penetradora,penetrador,11,4,True
penetradoras,penetrador,12,4,True
penetradores,penetrador,12,4,True
madrinha,padrinho,8,4,True
madrinhas,padrinho,9,4,True
maestra,maestro,7,4,True
permutadores,permutador,12,4,True
permutadoras,permutador,12,4,True
permutadora,permutador,11,4,True
permutador,permutador,10,4,True
maestras,maestro,8,4,True
cervejeira,cervejeiro,10,4,True
cervejeiras,cervejeiro,11,4,True
