verbos_infinito
confirmar
brigar
carregar
admirar
superar
assar
chatear
distinguir
focar
acessar
traduzir
queimar
desaparecer
recear
coar
solicitar
saudar
investir
latir
saborear
meter
banhar
remediar
pisar
pesquisar
segurar
amanhecer
dedicar
fumar
desfazer
erguer
costumar
comentar
enxergar
anunciar
verificar
consertar
extinguir
ater
inventar
reduzir
variar
transmitir
votar
arranjar
inscrever
agradar
homenagear
combinar
transpor
louvar
punir
interessar
publicar
ignorar
aquecer
livrar
instruir
descolorir
nomear
averiguar
planejar
descrever
inspirar
pescar
acertar
condizer
tecer
iludir
adotar
pertencer
festejar
custar
aprazer
cear
dominar
atuar
transferir
promover
afirmar
estender
obrigar
enfrentar
usufruir
apaixonar
brilhar
montar
extrair
cessar
iluminar
desculpar
incendiar
avaliar
preservar
arrasar
encerrar
envolver
adivinhar
controlar
saciar
recolher
poupar
acostumar
acrescentar
alterar
cumprimentar
incomodar
demonstrar
render
notar
poluir
guiar
cozer
sacudir
conviver
comparar
avançar
misturar
percorrer
assustar
rezar
falhar
providenciar
romper
vomitar
viger
tremer
fornecer
divulgar
fortalecer
experimentar
combater
referir
adormecer
alimentar
regar
atualizar
retribuir
tender
admitir
respirar
despertar
ressarcir
botar
amarrar
curar
durar
aprovar
advertir
bastar
conceder
encantar
abranger
incentivar
suprir
traçar
alugar
visar
colar
criticar
funcionar
digerir
acudir
perturbar
arguir
ocupar
aguentar
sujar
cagar
provocar
queixar
confessar
molhar
amassar
pesar
destacar
atacar
recuperar
celebrar
calçar
influenciar
baixar
regressar
desligar
machucar
estressar
adaptar
socorrer
pleitear
esforçar
valorizar
checar
fixar
jazer
converter
encarar
chutar
negociar
esclarecer
nutrir
declarar
redigir
empurrar
denunciar
libertar
estabelecer
renovar
decepcionar
revelar
inverter
florir
prejudicar
proceder
adiar
resumir
submeter
enxaguar
manifestar
regular
fluir
registrar
testar
pecar
prezar
vacinar
efetuar
colaborar
extorquir
reler
acolher
forçar
expandir
elogiar
pousar
bailar
apertar
suspender
antever
girar
desbloquear
relacionar
erar
clarear
pronunciar
interpor
acalmar
contratar
sobreviver
recomendar
calcular
cercar
revisar
exercitar
abaixar
estimular
interromper
avistar
progredir
reservar
debater
hidratar
derrubar
lambuzar
rolar
espalhar
desperdiçar
consentir
derreter
anexar
somar
desfrutar
apontar
movimentar
instalar
liberar
nevar
agarrar
prosseguir
arrepender
expulsar
cancelar
finalizar
divergir
xingar
depender
ultrapassar
citar
contemplar
sobrepor
comprovar
prestigiar
associar
persuadir
constranger
consultar
anoitecer
lanchar
ventar
tragar
deslocar
folhear
introduzir
miar
abordar
decompor
conservar
suportar
atirar
sobrevir
questionar
viciar
emergir
vigiar
recordar
volver
sobrar
contrair
classificar
florescer
mergulhar
habitar
restar
atrapalhar
reparar
disponibilizar
sortear
determinar
integrar
frigir
contactar
significar
cultivar
ferver
omitir
premiar
gravar
recorrer
despejar
contatar
repelir
afetar
exibir
desocupar
remover
ameaçar
residir
fritar
agendar
convergir
consolar
desanimar
rodar
interpretar
escorrer
coser
executar
escapar
ousar
rogar
balançar
exprimir
trancar
expelir
voluntariar
largar
navegar
sugar
visualizar
conscientizar
tagarelar
redimir
tatuar
ladrar
suceder
conectar
interferir
repassar
prazer
imitar
demitir
localizar
esvair
ruir
hackear
clicar
economizar
arcar
mirar
tolher
ampliar
examinar
soprar
irritar
grampear
mimar
empregar
cavar
denegrir
enxugar
comprometer
ordenar
contrariar
aperfeiçoar
silenciar
recusar
motivar
alertar
dobrar
possibilitar
aconselhar
pressupor
relatar
frequentar
explorar
circular
assoar
estragar
convocar
atentar
enterrar
corresponder
experienciar
recompor
renascer
ofender
solidarizar
disfarçar
entupir
trovejar
afligir
decorar
partilhar
vivenciar
relaxar
sossegar
prescindir
adoecer
arrastar
engordar
elaborar
comprazer
soer
sustentar
cruzar
envelhecer
ensaiar
desmaiar
estremecer
contrapor
almejar
inteirar
aspirar
poer
mamar
hesitar
podar
investigar
ranger
apostar
autorizar
embarcar
abater
concentrar
irar
subtrair
jugar
catar
sarar
gustar
reenviar
sanar
emagrecer
gozar
persistir
digitar
transportar
deduzir
estourar
remeter
relampejar
aliviar
esculpir
reforçar
escorregar
pregar
furar
anotar
comportar
arrancar
apaziguar
fotografar
corroer
enaltecer
culpar
atar
equivaler
processar
eximir
arder
jurar
restringir
judiar
rodear
cadastrar
reassistir
empoderar
falecer
lamentar
rugir
abastecer
solucionar
quedar
absorver
ajeitar
indagar
manusear
picar
indignar
benzer
presenciar
twittar
tingir
diferir
grassar
direcionar
evidenciar
rechear
interver
caracterizar
encaixar
reciclar
posicionar
esperançar
costurar
favorecer
dispensar
transgredir
resultar
uivar
olvidar
assentir
enrolar
implicar
fabricar
confortar
aferir
cursar
rasgar
plagiar
ingressar
exaurir
governar
narrar
mastigar
desafiar
assegurar
infringir
resgatar
recomeçar
encorajar
proferir
constar
transbordar
emocionar
priorizar
reproduzir
tropeçar
apressar
patrocinar
imergir
modificar
bulir
humilhar
agregar
topar
eliminar
expedir
mapear
selecionar
computar
devorar
facilitar
desconfiar
dialogar
mobiliar
titubear
depositar
patinar
bocejar
gripar
arranhar
encostar
acusar
acelerar
cativar
remar
enfeitar
herdar
recuar
ascender
roncar
ressuscitar
arriar
esquentar
atear
alegar
justificar
adiantar
entrevistar
relembrar
peneirar
deparar
piorar
repudiar
capturar
reiterar
conciliar
transcender
transar
carpir
designar
piscar
remoer
ensaboar
distanciar
limitar
aborrecer
condenar
confeccionar
concorrer
espiar
acionar
derramar
sacar
desprezar
simpatizar
desviar
suicidar
discordar
beneficiar
abdicar
conceber
discernir
espantar
estimar
empenhar
descartar
espirrar
boiar
reencontrar
reciprocar
consistir
exagerar
procrastinar
peidar
corromper
orçar
programar
remir
diferenciar
orgulhar
isolar
perfazer
desavir
ativar
anuir
desdizer
mencionar
subsumir
validar
acenar
compensar
debruçar
notificar
assaltar
aprimorar
findar
editar
colecionar
operar
indispor
reinar
mugir
desfilar
apor
chupar
marchar
inaugurar
rotear
agitar
protestar
bagunçar
amadurecer
esfregar
massagear
induzir
desempenhar
elevar
suprimir
encomendar
impactar
chantagear
brindar
repreender
estacionar
transitar
engajar
vaiar
amparar
reprovar
renunciar
conformar
vagar
retomar
coincidir
quitar
estranhar
posar
portar
instituir
privar
malhar
arriscar
disputar
afogar
escurecer
possar
coagir
enriquecer
desobedecer
moldar
acumular
prescrever
fiar
entristecer
opinar
invejar
compartir
tacar
fundir
assinalar
ressaltar
preterir
desaguar
contagiar
permear
recompensar
oportunizar
ajoelhar
espremer
predispor
submergir
patentear
escalar
multiplicar
esticar
cambiar
estagiar
atropelar
impressionar
projetar
complementar
recortar
rastrear
gear
cegar
nortear
compelir
envergonhar
predizer
babar
delinear
sobressair
matricular
oprimir
fuçar
capacitar
fantasiar
corroborar
suster
destoar
firmar
abalar
felicitar
abrigar
responsabilizar
hastear
concretizar
pressionar
furtar
batizar
caçoar
aturar
vingar
incidir
entrever
seduzir
suspirar
aterrissar
empezar
isentar
hospedar
sortir
zelar
aglomerar
exclamar
renomear
raciocinar
expirar
sucumbir
recepcionar
decorrer
delinquir
ofertar
exaltar
pirar
regredir
subestimar
engarrafar
farejar
maltratar
ungir
reconstruir
surtir
assobiar
frustrar
influir
constatar
obstruir
arruinar
manchar
exceder
difundir
captar
apreender
paralisar
armar
transcrever
reviver
detestar
apetecer
coletar
planear
esfaquear
atiçar
cantarolar
intender
carecer
complicar
colorar
chocar
abracar
inundar
sangrar
enforcar
sequestrar
vendar
inibir
rejeitar
repolir
restaurar
descumprir
alçar
descrer
acampar
suspeitar
atrever
negligenciar
eternizar
ecoar
despachar
vazar
pedalar
zangar
reprimir
contestar
deferir
restituir
gerenciar
pendurar
despender
encolher
propiciar
reescrever
ministrar
monitorar
amaldiçoar
pender
perseverar
alisar
enfiar
fitar
fundar
riscar
interceder
noticiar
discorrer
ocultar
sussurrar
dispersar
acariciar
perecer
bendizer
derrotar
arrepiar
discursar
aliar
puir
dissolver
castigar
apitar
deslizar
ajustar
intuir
arremessar
agilizar
surtar
impregnar
desconsiderar
habituar
acomodar
implorar
mijar
sacrificar
cavalgar
condoer
absolver
velar
desconhecer
engasgar
degustar
excitar
inchar
tapar
abstrair
assessorar
estagnar
prevalecer
incorporar
espancar
comover
intimar
cercear
esvaziar
contaminar
fossar
interrogar
logar
vibrar
consumar
meditar
farar
embalar
desencadear
mangar
aventurar
arquivar
descascar
contentar
recair
recitar
congelar
pressentir
postergar
esfriar
murmurar
apropriar
arear
disparar
rescindir
calcar
ensejar
franzir
comandar
sambar
abusar
coroar
filmar
perpetuar
presumir
incorrer
lotar
liderar
reivindicar
desembarcar
enlouquecer
travar
quicar
repousar
aperrear
temperar
revezar
ditar
administrar
fundamentar
situar
lixar
murchar
sublinhar
tampar
reformar
endereçar
almorçar
regozijar
adentrar
antepor
umedecer
pelar
tolerar
irradiar
roçar
verter
aprontar
antecipar
locar
incumbir
lecionar
abanar
assediar
pasmar
reverter
impelir
candidatar
desvendar
pairar
comprimir
disseminar
elencar
detectar
povoar
custear
brotar
diluir
fartar
diagnosticar
espreitar
suplicar
revoltar
sabotar
arrear
contornar
pontuar
desmoronar
inferir
rechaçar
reinventar
ilustrar
erupcionar
cerzir
configurar
revestir
instigar
adoçar
erigir
proclamar
gelar
forrar
deliciar
troçar
especificar
refugiar
selar
concertar
manipular
vulgar
idolatrar
concernir
vaguear
implantar
amostrar
piar
tanger
luzir
alinhar
censurar
sonar
cerrar
faturar
internar
colidir
assassinar
tardar
teimar
reportar
raspar
dissuadir
escravizar
desesperar
emendar
trincar
igualar
prosperar
embrulhar
surfar
empolgar
mascar
lograr
explicitar
flutuar
equilibrar
esbarrar
cobiçar
tranquilizar
sinalizar
aludir
certificar
militar
formular
flexionar
tabelar
acarretar
içar
urgir
cochilar
pingar
armazenar
pausar
bronzear
minguar
afundar
impulsionar
enquadrar
reeleger
cabecear
danificar
coisar
escapulir
alongar
propagar
acentuar
preguiçar
medicar
berrar
privilegiar
denominar
argumentar
desenformar
amanhar
relampear
desapontar
higienizar
trapacear
torturar
assemelhar
evadir
rachar
empreender
entoar
balear
testemunhar
trilhar
arar
gargalhar
sufocar
domar
assentar
articular
clamar
dourar
mascarar
espelhar
divorciar
protocolar
retratar
jejuar
resetar
maldizer
preguntar
distorcer
equivocar
frisar
desmentir
seriar
curvar
alumiar
impossibilitar
demandar
mais-querer
ajuntar
angustiar
dificultar
gorjear
sobrestar
obstar
fatiar
realçar
socar
reabrir
auferir
salientar
aspergir
implementar
untar
decifrar
zombar
objetivar
caprichar
rimar
ressurgir
merendar
vislumbrar
saquear
retorquir
inclinar
mensurar
legar
alagar
dirimir
coibir
impugnar
aposentar
cassar
cultuar
trajar
sujeitar
desmerecer
raptar
cientificar
requisitar
agoniar
financiar
viralizar
elar
guerrear
sextar
aceder
presentar
comercializar
corar
iriar
venerar
assimilar
rebolar
parafrasear
declinar
cooperar
encarregar
transparecer
listar
destinar
receitar
coordenar
reiniciar
brandir
exalar
inquirir
gaguejar
esgotar
improvisar
gestar
forjar
trançar
ausentar
derivar
amigar
retroceder
enfatizar
vozear
agraciar
enfartar
pilotar
filosofar
rejuvenescer
manutenir
retificar
encobrir
assoprar
historiar
apiedar
aparentar
despontar
cotar
tombar
deleitar
esmagar
feitar
cismar
engravidar
insultar
viabilizar
calmar
subscrever
ponderar
agachar
pulsar
ariar
presidir
flertar
devir
policiar
aleijar
circundar
migrar
erradicar
grunhir
descender
importunar
folgar
repercutir
emanar
anular
afrontar
aprofundar
desmarcar
apartar
memorizar
relevar
desrespeitar
penar
soldar
padecer
entediar
manejar
precipitar
originar
restabelecer
compadecer
homogeneizar
parentesar
difamar
fracassar
atenuar
fascinar
desmontar
driblar
elucidar
golpear
intentar
ressoar
abotoar
decretar
consolidar
inovar
invocar
locomover
apelar
habilitar
desabar
repensar
contorcer
defecar
dissertar
acatar
predominar
aperceber
infligir
cogitar
empatar
descarregar
alocar
balancear
desativar
presar
intimidar
referenciar
garoar
musicar
afrouxar
reembolsar
desmanchar
apurar
menstruar
soluçar
sintetizar
revir
desentupir
repugnar
embaçar
flagrar
despedaçar
vigorar
naufragar
qualificar
regalar
descontar
inquietar
refutar
arrebentar
colapsar
mobilizar
caluniar
prorrogar
vetar
idear
pastar
perdurar
bolar
amorar
prostrar
cartar
vangloriar
desabotoar
regularizar
arrecadar
sensibilizar
efetivar
digladiar
vincular
desvencilhar
munir
popularizar
ferrar
apropinquar
gabar
aquelar
remexer
aguçar
discriminar
deteriorar
afeiçoar
infectar
ralar
manjar
condicionar
salgar
aquietar
extravasar
deglutir
graduar
arrefecer
consagrar
devanear
cacarejar
apegar
vedar
aviar
bancar
intensificar
atracar
flanar
lapidar
reverberar
exemplificar
danar
ludibriar
compactuar
reconciliar
barbear
zerar
agravar
insinuar
dizimar
fofocar
resmungar
sustar
conceituar
decolar
desconstruir
legitimar
soletrar
endurecer
reutilizar
falsear
galgar
lisonjear
oscilar
simular
zumbir
bordar
taxar
rabiscar
esmorecer
abreviar
instaurar
esquiar
esboçar
decapitar
desver
amenizar
veicular
desferir
amolecer
estrelar
relar
divagar
velejar
reverenciar
encimar
lindar
esmiuçar
exorcizar
ratificar
pedrar
raiar
avir
enfraquecer
querar
afazer
lesar
barrar
desatar
aniquilar
intrometer
calhar
formatar
indeferir
serrar
subjugar
scanear
fidelizar
embutir
aniversariar
ocasionar
registar
sintonizar
impichar
amarar
fruir
cingir
enferrujar
assombrar
capinar
interpelar
menosprezar
estruturar
hibernar
emigrar
palpitar
buzinar
atormentar
batalhar
adir
entusiasmar
perfumar
entrelaçar
dissipar
outorgar
agasalhar
delatar
triturar
laçar
conjurar
espertar
remarcar
sedar
modelar
deletar
lesionar
refrescar
suscitar
alfabetizar
prolongar
especular
reluzir
sobrecarregar
acalentar
congratular
fiscalizar
acostar
resplandecer
revistar
apodrecer
especializar
confrontar
remontar
reavir
alvorecer
irromper
embasar
lucrar
afagar
chacoalhar
desabrochar
explanar
demostrar
multar
desiludir
assear
embelezar
primar
espreguiçar
datilografar
aquiescer
vacilar
alienar
deserdar
desabafar
profetizar
sancionar
invitar
sondar
sorver
percar
interditar
descolar
perpassar
amansar
verbalizar
afiar
engrandecer
edificar
aterrizar
festar
exportar
numerar
recriar
subsidiar
detalhar
castrar
fetichizar
ostentar
desprender
escoar
desprover
cutucar
preceder
crucificar
sovar
assolar
inflar
haurir
urrar
rosnar
prostituir
enricar
estalar
objetar
aportar
acrescer
compilar
parear
resguardar
incutir
arrombar
adimplir
cocar
borrar
generalizar
esbanjar
desdenhar
safar
personalizar
fomentar
sediar
estufar
desenrolar
principiar
incitar
arrotar
empatizar
trepar
reativar
imperar
envenenar
purificar
insurgir
alojar
decepar
bobear
retroagir
professar
sobrepujar
externar
tatear
metamorfosear
triunfar
dignar
eligir
rondar
descontrair
ancorar
formalizar
embriagar
transcorrer
fichar
anteceder
replicar
escassear
reerguer
descadastrar
futurar
pichar
lacrar
rodopiar
reenergizar
versar
empunhar
injetar
apelidar
otimizar
contextualizar
planar
tergiversar
rotular
filtrar
retardar
chiar
emudecer
grifar
adjetivar
abarcar
rastejar
burlar
glorificar
declamar
normalizar
socializar
comerciar
sentenciar
abafar
encenar
delegar
pelejar
implodir
arfar
dissecar
paquerar
succionar
lascar
arquear
segredar
lavrar
desamparar
letrar
enfear
maneirar
aterrar
debochar
prosear
enrijecer
revolucionar
espernear
rer
destituir
ressentir
decair
pestanejar
tramitar
despencar
minimizar
acometer
enamorar
idealizar
advogar
noivar
evaporar
florar
regulamentar
rumar
consignar
vinhar
evocar
estabilizar
cochichar
adular
escusar
filiar
degradar
pospor
enunciar
beliscar
potencializar
bem-fazer
redarguir
simplificar
mear
amontoar
refogar
ofuscar
torrar
delirar
folhar
afugentar
menear
vitimizar
entardecer
deturpar
algemar
instar
espetar
ratear
requirir
acercar
prensar
comungar
enojar
desgastar
ondular
terçar
foiçar
reformular
revirar
caiar
regrar
fraudar
intitular
amamentar
aprisionar
contrabandear
desentender
aturdir
bradar
rebelar
balbuciar
ambicionar
esfoliar
aconchegar
exterminar
atestar
enraizar
resfolegar
engatinhar
agrupar
chagar
apunhalar
passarinhar
fraquejar
abduzir
evacuar
tosar
culminar
endossar
delir
encharcar
impingir
vadiar
familiarizar
desdar
embebedar
bombardear
sacanear
desdobrar
lacrimejar
reencaminhar
sapatear
ajuizar
desconectar
salpicar
aflorar
mofar
retrair
desinfetar
ninar
amedrontar
domesticar
imbuir
tenter
imiscuir
respostar
bramir
empobrecer
urinar
depreciar
resignar
endeusar
arregar
tapear
autenticar
aduzir
mitigar
achegar
entornar
pigarrear
desbravar
intoxicar
amarelar
remanejar
solar
pernoitar
apavorar
revogar
abrandar
angariar
denotar
catalogar
bajar
camuflar
serenar
maravilhar
madrugar
vidar
acarinhar
tramar
tremular
apear
martirizar
intrigar
subsistir
defenestrar
alicerçar
preformar
extrapolar
rebater
apregoar
arregaçar
enumerar
parcelar
reconvir
afinar
engessar
digitalizar
revidar
arquitetar
dilatar
garotar
desmatar
romantizar
engrossar
quietar
contrastar
harmonizar
reatar
revolver
reprisar
espairecer
estereotipar
tencionar
desagradar
etiquetar
martelar
contra-atacar
estaquear
pastorear
empinar
jorrar
realocar
imobilizar
bufar
onerar
subverter
inspecionar
aditar
professorar
apalpar
franquear
arvorar
vergar
amolar
leiloar
desinstalar
ornar
datar
grudar
latejar
acidentar
disciplinar
tricotar
apedrejar
alargar
descabelar
inutilizar
colonizar
altear
imputar
capotar
estampar
abocanhar
aterrorizar
recibar
conjecturar
devastar
negativar
descalçar
bem-querer
esvoaçar
santificar
autuar
refrear
regenerar
correger
horar
pautar
amaciar
granjear
apoderar
esterilizar
proliferar
falsificar
recobrar
escrivar
abundar
conspirar
desacreditar
materializar
novar
eclodir
descortinar
esvaecer
cicatrizar
transigir
figurar
mendigar
surrar
exasperar
violentar
retrucar
certar
blasfemar
later
desmascarar
mesclar
desertar
alardear
bombear
carimbar
capitular
poetar
conjuntar
cortejar
simbolizar
acasalar
aparar
dengar
trafegar
enturmar
ranquear
molestar
vistoriar
amuar
admoestar
moscar
empalidecer
escavar
liquidar
extraviar
sobrevoar
protelar
ovacionar
hipnotizar
espumar
mentorear
terrar
subornar
confidenciar
exortar
estocar
afluir
blindar
reinserir
bicar
descuidar
equipar
estrategiar
saldar
encurtar
coadunar
deliberar
imunizar
abrilhantar
embeber
equiparar
gesticular
apossar
descordar
gamar
esquivar
congregar
perquirir
problematizar
desgrudar
cambalear
silvar
aclamar
desencorajar
centralizar
desonrar
perfurar
convalescer
traficar
esbravejar
enfurecer
erodir
ironizar
ceifar
tosquiar
boicotar
faxinar
readequar
relinchar
dosar
segregar
mal-usar
cremar
reconsiderar
conselhar
indenizar
pelear
resfriar
discar
azar
depilar
deprimir
valorar
rubricar
aliciar
centrar
nocautear
putrefazer
desequilibrar
turvar
descolorar
vasculhar
chilrear
combalir
apadrinhar
catequizar
parodiar
desvalorizar
abolar
despor
maçar
reouvir
homologar
melar
rebaixar
negritar
deslegitimar
exonerar
açoitar
desconcentrar
liquefazer
acautelar
execrar
retorcer
alavancar
copular
fincar
exilar
redirecionar
ferroar
conflitar
avariar
tutelar
comedir
transpirar
alternar
estornar
germinar
escancarar
fender
traumatizar
arrebatar
envidar
tuitar
drogar
debulhar
imprensar
ridicularizar
eletrocutar
recolocar
chicotear
coaxar
procriar
usurpar
cumprimentear
ganir
rebentar
papar
arregalar
azedar
desacelerar
pilar
tendenciar
cronometrar
facultar
creditar
expectar
desenterrar
desarmar
deslumbrar
possear
verborrar
feriar
escultar
balir
adubar
imersar
desconfigurar
pocar
involuir
encapar
enfeitiçar
abalroar
documentar
papear
publicizar
vilipendiar
vira-mexer
desapegar
autodiagnosticar
espionar
diligenciar
faiscar
perverter
progressar
recrutar
conferenciar
embaralhar
arrodear
abortar
chuviscar
justapor
decrescer
cravar
endividar
massacrar
chavear
bajular
printar
infiltrar
prontificar
suavizar
remendar
veranear
sanear
ricochetear
energizar
zunir
sepultar
desprazer
vitimar
encaixotar
desaprender
endireitar
mutilar
adjazer
voltear
automedicar
acuar
fugar
recobrir
remitir
definhar
espaçar
incriminar
cachear
sopesar
esmerar
vegetar
licenciar
refrigerar
legislar
saltitar
dormitar
mancar
oficiar
interceptar
inalar
teclar
transpassar
lacear
reincidir
ultimar
dissociar
laborar
desvanecer
enroscar
borrifar
alevantar
tensionar
acorrer
desmotivar
inculcar
intencionar
descompor
positivar
ebulir
baralhar
desobstruir
lastimar
jeitar
invalidar
abominar
estapear
alistar
retaliar
embaraçar
renegar
vociferar
ensolarar
sobre-expor
assoviar
transacionar
inobservar
ralhar
arreglar
segar
autoconhecer
suplementar
aplacar
estreitar
chefiar
condensar
inflamar
relegar
dilacerar
arejar
engendrar
ovar
capar
asar
tarar
googlar
desbotar
curiar
lagrimar
pongar
farrear
obcecar
golfar
autodestruir
locupletar
liar
recrear
sequenciar
descredibilizar
amargar
empresar
duchar
reflectir
amargurar
duplicar
piratear
glamourizar
desvirtuar
badalar
reestabelecer
desestabilizar
perscrutar
enternecer
estipular
palavrar
tumultuar
reconectar
minar
desidratar
encerar
espargir
supervisionar
escorar
amarelecer
desamarrar
despistar
desvincular
penetrar
abrasar
inocentar
reavaliar
ressalvar
cooptar
contra-arrazoar
contabilizar
sexar
adulterar
carrear
agenciar
exarar
gloriar
endoidecer
modular
oficializar
entravar
vitoriar
anestesiar
unificar
pontear
engraçar
injuriar
ambientar
ciciar
aquistar
despegar
doutrinar
legalizar
redefinir
sobrescrever
ressecar
inviabilizar
enrubescer
galopar
vivar
imitir
varear
reafirmar
revender
rotacionar
aluir
pipocar
veiar
ticar
agourar
limar
raivar
estrangular
emoldurar
sobejar
encarnar
contender
viagear
polemizar
pincelar
depreender
respaldar
varar
entrosar
bombar
capitanear
luxar
demover
eficaciar
eclipsar
confiscar
afeitar
labutar
dramatizar
forcar
fadar
dotar
palestrar
poetizar
estiar
polvilhar
maldar
postular
depressar
engomar
dedar
ladear
escorraçar
superestimar
baratear
desmoralizar
banalizar
encarecer
enveredar
infundir
reavivar
diferençar
acovardar
dissentir
cunhar
enlaçar
obstaculizar
rosquear
cabeçar
terceirizar
usucapir
acondicionar
campear
englobar
debicar
destrinchar
reintegrar
delimitar
enlear
formigar
assanhar
desinchar
protagonizar
resvalar
rememorar
confinar
pifar
reclusar
porejar
praguejar
agonizar
independizar
desembaraçar
esfolar
infeccionar
modernizar
correlacionar
estivar
arbitrar
asseverar
fadigar
hebetar
sagrar
acetar
ultrajar
amalgamar
fulgir
pisotear
rotar
verdejar
enxotar
brandar
endoidar
destravar
cindir
culpabilizar
dinamizar
desembocar
racionar
seleccionar
maquinar
sublimar
rankear
contundir
humanizar
reanimar
surpresar
extirpar
facear
rapar
entortar
interligar
externizar
apreçar
cavoucar
ressonar
atordoar
regurgitar
desnudar
estancar
evangelizar
atrelar
gratificar
contra-argumentar
constringir
radicalizar
desfiar
adornar
torar
trollar
avivar
desgostar
obrar
tripudiar
padronizar
premer
esnobar
sem-cerimonizar
tangenciar
calibrar
descongelar
empestear
descomplicar
pacificar
sugestionar
frutar
contrabalancear
defrontar
fecundar
incrementar
filhar
refugir
abonar
alastrar
serafizar
corretar
gestionar
enervar
umar
lerdear
irrigar
asfixiar
fremir
sessar
pascer
beirar
elidir
arredar
surrupiar
desassociar
penalizar
prevaricar
adoptar
gazear
desabonar
exacerbar
refinar
precluir
subjetivar
titular
rebocar
bem-dizer
rasurar
clonar
recarregar
esgueirar
desmistificar
silabar
contravir
cintilar
canalizar
reflexar
conclamar
alar
devotar
enfocar
destratar
predar
impetrar
promulgar
reflexionar
ventilar
mentalizar
reconferir
empilhar
premir
inferiorizar
encurralar
adestrar
tostar
desinteressar
açodar
moderar
embainhar
macular
empeçar
apresar
pinçar
trovoar
espirar
exaustar
esculachar
auditar
esbofetear
golear
deportar
protocolizar
congruir
revigorar
orbitar
trovar
amputar
excepcionalizar
atalhar
depredar
repostar
diversificar
escarnecer
potenciar
desfalecer
ronronar
sucatear
despojar
entalar
envaidecer
avocar
arquejar
consubstanciar
customizar
redobrar
distar
ressequir
estear
prantear
alarmar
concatenar
segmentar
